Depth,Mg
2425.135,9.283
2425.145,10.455
2425.155,11.24
2425.165,11.494
2425.175,13.218
2425.185,14.159
2425.195,13.897
2425.205,12.288
2425.215,10.22
2425.225,9.608
2425.235,8.408
2425.245,8.084
2425.255,7.925
2425.265,8.856
2425.275,8.983
2425.285,8.485
2425.295,9.076
2425.305,9.8
2425.315,10.739
2425.325,12.241
2425.335,13.665
2425.345,13.987
2425.355,12.72
2425.365,11.037
2425.375,8.963
2425.385,7.006
2425.395,5.991
2425.405,5.423
2425.415,5.491
2425.425,5.521
2425.435,6.013
2425.445,5.981
2425.455,5.738
2425.465,5.665
2425.475,6.458
2425.485,7.661
2425.495,8.673
2425.505,10.567
2425.515,13.186
2425.525,14.089
2425.535,14.238
2425.545,14.181
2425.555,12.829
2425.565,11.296
2425.575,10.069
2425.585,10.125
2425.595,10.305
2425.605,10.631
2425.615,10.256
2425.625,9.372
2425.635,8.978
2425.645,9.331
2425.655,10.027
2425.665,10.802
2425.675,11.675
2425.685,11.78
2425.695,12.156
2425.705,11.838
2425.715,10.753
2425.725,10.04
2425.735,9.706
2425.745,9.528
2425.755,9.708
2425.765,9.188
2425.775,9.449
2425.785,10.274
2425.795,10.224
2425.805,10.591
2425.815,11.523
2425.825,12.996
2425.835,14.401
2425.845,14.233
2425.855,13.581
2425.865,12.136
2425.875,10.412
2425.885,9.027
2425.895,9.145
2425.905,9.514
2425.915,9.27
2425.925,8.776
2425.935,8.681
2425.945,7.894
2425.955,7.533
2425.965,7.892
2425.975,8.408
2425.985,9.028
2425.995,9.811
2426.005,10.835
2426.015,12.603
2426.025,14.521
2426.035,16.916
2426.045,19.322
2426.055,22.223
2426.065,22.356
2426.075,20.946
2426.085,18.774
2426.095,16.433
2426.105,13.159
2426.115,11.729
2426.125,10.849
2426.135,9.679
2426.145,9.457
2426.155,9.183
2426.165,9.364
2426.175,10.67
2426.185,11.129
2426.195,11.452
2426.205,11.115
2426.215,9.839
2426.225,10.094
2426.235,9.026
2426.245,8.177
2426.255,7.545
2426.265,7.382
2426.275,8.245
2426.285,8.202
2426.295,7.512
2426.305,7.42
2426.315,6.853
2426.325,6.384
2426.335,5.679
2426.345,4.762
2426.355,4.63
2426.365,4.833
2426.375,4.992
2426.385,5.874
2426.395,6.565
2426.405,7.116
2426.415,8.152
2426.425,9.08
2426.435,10.272
2426.445,11.188
2426.455,11.143
2426.465,12.078
2426.485,13.926
2426.495,14.144
2426.505,12.896
2426.515,12.035
2426.525,10.415
2426.535,8.497
2426.545,7.347
2426.555,6.683
2426.565,6.203
2426.575,6.788
2426.585,8.136
2426.595,8.119
2426.605,7.776
2426.615,7.613
2426.625,7.802
2426.635,7.809
2426.645,7.337
2426.655,7.144
2426.665,7.386
2426.675,7.382
2426.685,6.618
2426.695,5.942
2426.705,6.155
2426.715,7.136
2426.725,7.56
2426.735,7.725
2426.745,8.363
2426.755,8.766
2426.765,9.391
2426.775,9.432
2426.785,8.582
2426.795,8.55
2426.805,9.233
2426.815,10.688
2426.825,11.466
2426.835,12.142
2426.845,12.892
2426.855,11.716
2426.865,10.102
2426.875,9.394
2426.885,9.292
2426.895,10.301
2426.905,11.565
2426.915,11.75
2426.925,11.218
2426.935,11.511
2426.945,12.495
2426.955,12.866
2426.965,12.241
2426.975,12.101
2426.985,12.205
2426.995,10.677
2427.005,10.4
2427.015,10.835
2427.025,11.593
2427.035,12.966
2427.045,13.1
2427.055,12.681
2427.065,12.551
2427.075,12.752
2427.085,11.718
2427.095,9.688
2427.105,8.833
2427.115,10.333
2427.125,12.263
2427.135,12.88
2427.145,13.411
2427.155,13.453
2427.165,13.759
2427.175,13.399
2427.185,13.824
2427.195,12.936
2427.205,10.938
2427.215,10.034
2427.225,10.048
2427.235,10.225
2427.245,10.243
2427.255,10.326
2427.265,10.002
2427.275,9.427
2427.285,8.9
2427.295,8.815
2427.305,8.876
2427.315,8.418
2427.325,7.975
2427.335,7.334
2427.345,7.283
2427.355,7.496
2427.365,7.765
2427.375,8.545
2427.385,9.507
2427.395,9.404
2427.405,9.149
2427.415,9.072
2427.425,9.047
2427.435,8.802
2427.445,9.572
2427.455,9.517
2427.465,9.107
2427.475,9.264
2427.485,9.128
2427.495,8.699
2427.505,8.662
2427.515,8.256
2427.525,7.467
2427.535,7.65
2427.545,7.808
2427.555,7.262
2427.565,7.114
2427.575,7.0
2427.585,7.827
2427.595,9.317
2427.605,9.421
2427.615,9.815
2427.625,18.505
2427.635,22.444
2427.645,10.322
2427.655,9.22
2427.665,8.692
2427.675,8.864
2427.685,9.098
2427.695,9.399
2427.705,9.605
2427.715,9.564
2427.725,9.765
2427.735,8.419
2427.745,6.793
2427.755,5.713
2427.765,4.924
2427.775,4.428
2427.785,5.379
2427.795,6.373
2427.805,6.517
2427.815,6.374
2427.825,5.383
2427.835,5.298
2427.845,5.678
2427.855,6.033
2427.865,6.631
2427.875,7.524
2427.885,8.866
2427.895,9.801
2427.905,9.56
2427.915,9.368
2427.925,8.824
2427.935,8.413
2427.945,8.187
2427.955,8.028
2427.965,8.707
2427.975,9.607
2427.985,10.65
2427.995,11.499
2428.005,11.556
2428.015,10.506
2428.025,10.026
2428.035,10.242
2428.045,10.081
2428.055,9.678
2428.065,9.3
2428.075,8.832
2428.085,7.999
2428.095,7.143
2428.105,7.304
2428.115,8.667
2428.125,8.947
2428.135,8.675
2428.145,9.039
2428.155,9.022
2428.165,9.251
2428.175,10.23
2428.185,10.016
2428.195,10.289
2428.205,10.426
2428.215,9.306
2428.225,8.475
2428.235,8.084
2428.245,8.691
2428.255,8.658
2428.265,8.837
2428.275,9.582
2428.285,9.404
2428.295,8.635
2428.305,8.513
2428.315,8.097
2428.325,7.912
2428.335,8.403
2428.345,9.012
2428.355,8.925
2428.365,8.987
2428.375,8.931
2428.385,8.001
2428.395,7.62
2428.405,7.017
2428.415,6.485
2428.425,6.493
2428.435,6.57
2428.445,6.62
2428.455,7.545
2428.465,7.949
2428.475,9.224
2428.485,9.661
2428.495,10.416
2428.505,12.018
2428.515,13.108
2428.525,12.735
2428.535,6.975
2428.545,6.188
2428.555,7.219
2428.565,6.961
2428.575,6.542
2428.585,7.42
2428.595,7.756
2428.605,7.514
2428.615,7.272
2428.625,6.825
2428.635,6.078
2428.645,6.234
2428.655,6.277
2428.665,5.859
2428.675,5.855
2428.685,5.878
2428.695,6.689
2428.705,7.818
2428.715,8.228
2428.725,10.062
2428.735,11.071
2428.745,11.228
2428.755,12.121
2428.765,12.244
2428.775,12.533
2428.785,12.538
2428.795,13.083
2428.805,13.219
2428.815,13.565
2428.825,14.302
2428.835,12.892
2428.845,11.539
2428.855,10.788
2428.865,9.64
2428.875,8.076
2428.885,6.454
2428.895,5.807
2428.905,5.902
2428.915,6.119
2428.925,6.644
2428.935,7.94
2428.945,9.201
2428.955,9.793
2428.965,10.108
2428.975,10.215
2428.985,10.478
2428.995,11.484
2429.005,11.541
2429.015,11.273
2429.025,11.191
2429.035,11.285
2429.045,10.393
2429.055,8.482
2429.065,7.395
2429.075,7.016
2429.085,6.796
2429.095,6.547
2429.105,7.177
2429.115,7.361
2429.125,7.215
2429.135,6.735
2429.145,7.019
2429.155,8.093
2429.165,8.521
2429.175,9.064
2429.185,9.765
2429.195,10.103
2429.205,9.912
2429.215,10.961
2429.225,11.761
2429.275,8.679
2429.285,9.107
2429.295,8.751
2429.305,10.061
2429.315,12.244
2429.325,11.234
2429.335,9.219
2429.345,8.626
2429.355,8.504
2429.365,8.884
2429.375,9.453
2429.385,9.775
2429.395,10.562
2429.405,10.359
2429.415,10.774
2429.425,10.691
2429.435,10.777
2429.445,10.946
2429.455,8.726
2429.465,7.457
2429.475,7.66
2429.485,7.818
2429.495,8.1
2429.505,7.815
2429.515,7.142
2429.525,6.693
2429.535,6.44
2429.545,6.96
2429.555,8.198
2429.565,12.778
2429.575,16.647
2429.585,12.614
2429.595,12.876
2429.605,14.985
2429.615,15.678
2429.625,15.377
2429.635,12.973
2429.645,12.142
2429.655,12.827
2429.665,12.606
2429.675,12.951
2429.685,13.379
2429.695,13.334
2429.705,13.329
2429.715,13.393
2429.725,10.854
2429.735,9.229
2429.745,9.228
2429.755,8.23
2429.765,7.935
2429.775,7.239
2429.785,7.015
2429.795,6.808
2429.805,7.272
2429.815,7.765
2429.825,8.467
2429.835,8.488
2429.845,7.617
2429.855,7.032
2429.865,6.169
2429.875,5.986
2429.885,6.601
2429.895,5.981
2429.905,5.782
2429.915,6.332
2429.925,6.856
2429.935,6.954
2429.945,6.613
2429.955,7.083
2429.965,8.183
2429.975,7.609
2429.985,7.265
2429.995,7.502
2430.005,8.503
2430.015,9.99
2430.025,10.595
2430.035,9.869
2430.045,9.114
2430.055,8.554
2430.065,7.931
2430.075,8.652
2430.085,9.027
2430.095,8.431
2430.105,9.057
2430.115,10.021
2430.125,9.949
2430.135,8.871
2430.145,10.203
2430.155,10.693
2430.165,9.802
2430.175,9.221
2430.185,8.441
2430.195,7.682
2430.205,6.964
2430.215,7.034
2430.225,7.716
2430.235,8.069
2430.245,8.338
2430.255,8.552
2430.265,9.182
2430.275,10.041
2430.285,10.269
2430.295,11.247
2430.305,11.16
2430.315,11.178
2430.325,11.577
2430.335,11.789
2430.345,11.742
2430.355,11.333
2430.365,12.296
2430.375,11.665
2430.385,10.188
2430.395,10.743
2430.405,11.177
2430.415,10.532
2430.425,10.032
2430.435,9.297
2430.445,8.712
2430.455,8.526
2430.465,8.786
2430.475,8.145
2430.485,7.582
2430.495,6.082
2430.505,5.577
2430.515,5.564
2430.525,6.341
2430.535,6.834
2430.545,7.195
2430.555,7.83
2430.565,7.881
2430.575,7.046
2430.585,6.313
2430.595,6.143
2430.605,6.178
2430.615,6.062
2430.625,6.716
2430.635,7.149
2430.645,8.088
2430.655,8.576
2430.665,8.627
2430.675,9.469
2430.685,9.599
2430.695,9.53
2430.705,9.362
2430.715,9.843
2430.725,10.329
2430.735,10.601
2430.745,10.764
2430.755,9.971
2430.765,9.067
2430.775,8.083
2430.785,8.315
2430.795,9.549
2430.805,10.166
2430.815,12.276
2430.825,13.991
2430.835,15.378
2430.845,16.515
2430.855,16.853
2430.865,18.079
2430.875,20.885
2430.885,21.187
2430.895,18.01
2430.905,11.51
2430.915,10.076
2430.925,12.352
2430.935,12.726
2430.945,12.652
2430.955,12.286
2430.965,11.735
2430.975,10.992
2430.985,10.903
2430.995,11.353
2431.005,12.314
2431.015,15.438
2431.025,13.028
2431.035,10.271
2431.045,10.132
2431.055,9.286
2431.065,9.327
2431.075,10.653
2431.085,10.745
2431.095,10.542
2431.105,9.0
2431.115,8.849
2431.125,8.399
2431.135,8.261
2431.145,7.502
2431.155,7.201
2431.165,7.19
2431.175,7.816
2431.185,9.264
2431.195,10.47
2431.205,10.816
2431.215,11.685
2431.225,12.688
2431.235,13.425
2431.245,12.923
2431.255,13.64
2431.265,12.482
2431.275,11.603
2431.285,10.678
2431.295,9.24
2431.305,8.208
2431.315,8.522
2431.325,10.429
2431.335,12.488
2431.345,11.413
2431.355,10.582
2431.365,9.477
2431.375,8.584
2431.385,8.28
2431.395,8.591
2431.405,9.13
2431.415,9.748
2431.425,9.625
2431.435,9.447
2431.445,8.754
2431.455,8.612
2431.465,8.217
2431.475,8.197
2431.485,8.62
2431.495,8.157
2431.505,7.934
2431.515,7.702
2431.525,7.718
2431.535,8.156
2431.545,9.182
2431.555,10.157
2431.565,10.145
2431.575,9.649
2431.585,9.453
2431.595,8.042
2431.605,7.224
2431.615,6.863
2431.625,6.596
2431.635,6.133
2431.645,6.682
2431.655,8.13
2431.665,8.522
2431.675,8.957
2431.685,9.376
2431.695,9.595
2431.705,9.371
2431.715,9.235
2431.725,9.083
2431.735,8.889
2431.745,9.371
2431.755,9.564
2431.765,9.588
2431.775,10.175
2431.795,10.581
2431.805,10.532
2431.815,11.393
2431.825,11.846
2431.835,11.74
2431.845,11.937
2431.855,12.222
2431.865,13.393
2431.875,13.303
2431.885,12.363
2431.895,10.948
2431.905,10.677
2431.915,9.414
2431.925,8.968
2431.935,10.697
2431.945,11.691
2431.955,12.393
2431.965,13.498
2431.975,13.321
2431.985,12.105
2431.995,9.568
2432.005,8.325
2432.015,8.389
2432.025,8.308
2432.035,7.062
2432.045,6.637
2432.055,6.847
2432.065,7.939
2432.075,9.459
2432.085,10.194
2432.095,10.927
2432.105,11.756
2432.115,11.444
2432.125,11.605
2432.135,11.235
2432.145,8.856
2432.155,7.827
2432.165,7.546
2432.175,7.495
2432.185,8.357
2432.195,8.591
2432.205,9.106
2432.215,10.714
2432.225,12.119
2432.235,13.992
2432.245,13.673
2432.255,14.342
2432.265,14.21
2432.275,14.203
2432.285,14.34
2432.295,13.516
2432.305,12.268
2432.315,11.634
2432.325,9.956
2432.335,8.745
2432.345,8.459
2432.355,9.297
2432.365,9.606
2432.375,9.61
2432.385,9.359
2432.395,9.965
2432.405,11.566
2432.415,12.072
2432.425,11.653
2432.435,14.081
2432.445,14.4
2432.455,11.957
2432.465,11.003
2432.475,11.124
2432.485,12.681
2432.495,12.154
2432.505,11.658
2432.515,10.71
2432.525,10.767
2432.535,11.374
2432.545,11.912
2432.555,11.982
2432.565,12.173
2432.575,12.54
2432.585,11.865
2432.595,12.692
2432.605,12.767
2432.615,11.68
2432.625,11.238
2432.635,9.949
2432.645,8.185
2432.655,6.846
2432.665,7.453
2432.675,7.009
2432.685,6.762
2432.695,6.851
2432.705,6.666
2432.715,6.272
2432.725,6.029
2432.735,6.423
2432.745,6.518
2432.755,7.347
2432.765,8.214
2432.775,8.147
2432.785,8.491
2432.795,9.141
2432.805,8.949
2432.815,8.829
2432.825,9.791
2432.835,11.789
2432.845,11.839
2432.855,11.794
2432.865,11.671
2432.875,11.579
2432.885,12.315
2432.895,12.138
2432.905,11.72
2432.915,11.784
2432.925,11.165
2432.935,10.309
2432.945,9.264
2432.955,9.046
2432.965,8.739
2432.975,8.441
2432.985,8.282
2433.015,8.907
2433.025,9.631
2433.035,9.832
2433.045,10.726
2433.055,10.806
2433.065,10.515
2433.075,10.274
2433.085,9.711
2433.095,8.162
2433.105,8.072
2433.115,7.949
2433.135,8.181
2433.145,9.777
2433.155,12.202
2433.165,13.903
2433.175,12.559
2433.185,11.573
2433.195,14.733
2433.205,15.737
2433.215,10.052
2433.225,9.76
2433.235,8.655
2433.245,8.375
2433.255,8.246
2433.265,8.243
2433.275,8.609
2433.285,9.896
2433.295,10.582
2433.305,10.513
2433.315,10.903
2433.325,11.403
2433.335,11.903
2433.345,11.546
2433.355,10.097
2433.365,9.676
2433.375,8.772
2433.385,7.367
2433.395,8.058
2433.405,8.064
2433.415,7.916
2433.425,7.915
2433.435,7.455
2433.445,6.353
2433.455,6.619
2433.465,7.126
2433.475,7.557
2433.485,8.592
2433.495,9.99
2433.505,10.241
2433.515,10.675
2433.525,11.668
2433.535,11.355
2433.545,10.587
2433.555,10.237
2433.565,10.207
2433.575,10.529
2433.585,10.402
2433.595,10.318
2433.605,10.473
2433.615,10.977
2433.625,11.671
2433.635,10.641
2433.645,9.185
2433.655,9.295
2433.665,8.463
2433.675,7.161
2433.685,7.099
2433.695,6.682
2433.705,6.299
2433.715,6.62
2433.725,6.722
2433.735,6.211
2433.745,5.665
2433.755,5.576
2433.765,5.404
2433.775,5.678
2433.785,6.232
2433.795,6.8
2433.805,7.455
2433.815,9.437
2433.825,12.29
2433.835,12.12
2433.845,10.354
2433.855,10.744
2433.865,10.381
2433.875,10.25
2433.885,10.466
2433.895,11.848
2433.905,10.905
2433.915,10.1
2433.925,9.37
2433.935,7.956
2433.945,6.797
2433.955,6.756
2433.965,6.725
2433.975,7.342
2433.985,7.93
2433.995,8.197
2434.005,8.384
2434.015,8.646
2434.025,9.409
2434.035,10.792
2434.045,11.989
2434.055,13.502
2434.065,11.775
2434.075,6.228
2434.085,3.921
2434.095,5.45
2434.105,6.235
2434.115,7.836
2434.125,14.337
2434.135,10.598
2434.145,7.377
2434.155,6.406
2434.165,5.981
2434.175,6.312
2434.185,6.379
2434.195,6.632
2434.205,6.695
2434.215,6.682
2434.225,6.766
2434.235,7.405
2434.245,7.442
2434.255,7.649
2434.265,7.62
2434.275,6.802
2434.285,6.525
2434.295,6.242
2434.305,5.765
2434.315,5.979
2434.325,6.698
2434.335,7.369
2434.345,7.848
2434.355,8.302
2434.365,7.769
2434.375,6.915
2434.385,7.143
2434.395,7.129
2434.405,7.089
2434.415,6.364
2434.425,5.694
2434.435,7.078
2434.455,8.918
2434.465,9.76
2434.475,9.904
2434.485,10.64
2434.495,10.651
2434.505,10.396
2434.515,9.097
2434.525,8.028
2434.535,7.985
2434.545,9.579
2434.555,9.485
2434.565,9.238
2434.575,9.648
2434.585,10.298
2434.595,9.803
2434.605,9.266
2434.615,7.774
2434.625,7.708
2434.635,8.339
2434.645,8.633
2434.655,8.749
2434.665,9.971
2434.675,11.34
2434.685,10.78
2434.695,8.667
2434.705,8.266
2434.715,7.279
2434.725,6.487
2434.735,6.47
2434.745,6.397
2434.755,6.944
2434.765,7.77
2434.775,8.188
2434.785,9.013
2434.795,7.883
2434.805,7.973
2434.815,8.244
2434.825,8.488
2434.835,7.947
2434.845,9.578
2434.855,10.819
2434.865,10.032
2434.875,9.782
2434.885,9.956
2434.895,9.685
2434.905,9.498
2434.915,9.101
2434.925,9.796
2434.935,9.667
2434.945,9.53
2434.955,9.621
2434.965,11.845
2434.975,13.076
2434.985,14.467
2434.995,15.114
2435.005,14.536
2435.015,15.767
2435.025,18.572
2435.035,19.069
2435.045,18.939
2435.055,17.955
2435.065,17.48
2435.075,16.008
2435.085,13.403
2435.095,10.413
2435.105,9.501
2435.115,9.608
2435.125,10.477
2435.135,11.938
2435.145,13.216
2435.155,13.419
2435.165,12.393
2435.175,11.161
2435.185,11.4
2435.195,11.521
2435.205,11.445
2435.215,10.019
2435.225,9.288
2435.275,5.863
2435.285,6.228
2435.295,5.996
2435.305,5.11
2435.315,4.634
2435.325,4.421
2435.335,4.383
2435.345,4.165
2435.355,4.248
2435.365,4.663
2435.375,5.804
2435.385,6.665
2435.395,6.966
2435.405,7.763
2435.415,8.661
2435.425,8.798
2435.435,9.138
2435.445,10.188
2435.455,11.502
2435.465,12.458
2435.475,12.933
2435.485,13.591
2435.495,12.605
2435.505,11.782
2435.515,11.327
2435.525,10.492
2435.535,10.889
2435.545,11.713
2435.555,10.953
2435.565,9.747
2435.575,9.803
2435.585,10.246
2435.595,10.512
2435.605,11.148
2435.615,10.975
2435.625,12.437
2435.635,15.091
2435.645,15.2
2435.655,14.802
2435.665,13.055
2435.675,11.154
2435.685,9.609
2435.695,9.345
2435.705,10.338
2435.715,11.118
2435.725,12.019
2435.735,12.954
2435.745,12.804
2435.755,11.54
2435.765,10.096
2435.775,9.031
2435.785,7.588
2435.795,6.77
2435.805,6.493
2435.815,6.16
2435.825,5.243
2435.835,5.0
2435.845,5.095
2435.855,5.003
2435.865,6.066
2435.875,7.454
2435.885,10.117
2435.895,12.093
2435.905,11.237
2435.915,11.912
2435.925,12.2
2435.935,11.163
2435.945,10.547
2435.955,10.142
2435.965,9.984
2435.975,8.689
2435.985,8.662
2435.995,8.484
2436.005,8.237
2436.015,8.177
2436.025,8.542
2436.035,10.108
2436.045,10.356
2436.055,12.076
2436.065,14.481
2436.075,16.088
2436.085,17.507
2436.095,16.621
2436.105,13.538
2436.115,12.455
2436.125,10.842
2436.135,9.331
2436.145,9.189
2436.155,9.121
2436.165,8.866
2436.175,10.088
2436.185,11.68
2436.195,11.617
2436.205,11.147
2436.215,11.836
2436.225,11.828
2436.235,10.98
2436.245,12.196
2436.255,12.956
2436.265,11.271
2436.275,11.613
2436.285,9.948
2436.295,9.245
2436.305,10.552
2436.315,11.613
2436.325,12.179
2436.335,11.294
2436.345,10.191
2436.355,10.265
2436.365,11.176
2436.375,12.192
2436.385,12.34
2436.395,11.617
2436.405,10.515
2436.415,10.4
2436.425,10.434
2436.435,10.21
2436.445,10.129
2436.455,9.965
2436.465,10.38
2436.475,10.612
2436.485,11.154
2436.495,11.691
2436.505,11.854
2436.515,11.929
2436.525,12.189
2436.535,11.823
2436.545,10.761
2436.555,10.173
2436.565,9.685
2436.575,8.585
2436.585,7.311
2436.595,6.986
2436.605,6.905
2436.615,6.601
2436.625,6.021
2436.635,5.951
2436.645,6.398
2436.655,7.967
2436.665,9.336
2436.675,10.376
2436.685,9.66
2436.695,9.664
2436.705,9.985
2436.715,10.558
2436.725,10.397
2436.735,10.598
2436.745,10.822
2436.755,11.456
2436.765,12.688
2436.775,14.18
2436.785,15.218
2436.795,16.575
2436.805,17.327
2436.815,20.685
2436.825,20.211
2436.835,17.835
2436.845,14.005
2436.855,10.119
2436.865,9.233
2436.875,9.34
2436.885,8.909
2436.895,8.778
2436.905,9.338
2436.915,10.868
2436.925,12.917
2436.935,14.033
2436.945,14.498
2436.955,14.064
2436.965,13.723
2436.975,12.89
2436.985,12.78
2436.995,12.299
2437.005,8.748
2437.015,8.245
2437.025,8.239
2437.035,9.304
2437.045,10.429
2437.055,10.5
2437.065,9.918
2437.075,9.894
2437.085,9.563
2437.095,8.761
2437.105,7.8
2437.125,6.77
2437.135,6.34
2437.145,7.072
2437.155,8.639
2437.165,9.305
2437.175,8.468
2437.185,7.292
2437.195,7.336
2437.205,7.278
2437.215,7.016
2437.225,6.909
2437.235,6.654
2437.245,6.718
2437.255,7.851
2437.265,8.686
2437.275,9.937
2437.285,11.431
2437.295,11.337
2437.305,10.233
2437.315,8.523
2437.325,13.714
2437.335,13.794
2437.345,8.169
2437.355,7.482
2437.365,7.023
2437.375,6.876
2437.385,6.857
2437.395,6.892
2437.405,7.449
2437.415,7.973
2437.425,8.23
2437.435,8.721
2437.445,8.928
2437.455,8.198
2437.465,7.888
2437.475,8.246
2437.485,8.093
2437.495,7.546
2437.505,7.811
2437.515,8.489
2437.525,8.872
2437.535,9.614
2437.545,10.282
2437.555,10.867
2437.565,10.496
2437.575,10.302
2437.585,10.449
2437.595,10.59
2437.605,10.064
2437.615,9.346
2437.625,9.864
2437.635,10.068
2437.645,11.741
2437.655,13.091
2437.665,13.91
2437.675,13.682
2437.685,12.738
2437.695,12.414
2437.705,11.92
2437.715,10.714
2437.725,10.04
2437.735,9.447
2437.745,8.193
2437.755,7.991
2437.765,8.229
2437.775,7.962
2437.785,7.711
2437.795,7.63
2437.805,7.758
2437.815,7.892
2437.825,7.243
2437.835,6.656
2437.845,6.444
2437.855,6.171
2437.865,6.898
2437.875,7.191
2437.885,8.376
2437.895,8.625
2437.905,8.974
2437.915,9.143
2437.925,8.174
2437.935,7.396
2437.945,7.024
2437.955,7.448
2437.965,7.671
2437.975,7.811
2437.985,8.38
2437.995,9.67
2438.005,11.033
2438.015,11.668
2438.025,12.066
2438.035,12.738
2438.045,12.725
2438.055,12.461
2438.065,11.563
2438.075,11.095
2438.085,11.343
2438.095,11.07
2438.105,11.01
2438.115,11.044
2438.125,9.109
2438.135,7.748
2438.145,7.715
2438.155,7.695
2438.165,8.046
2438.175,7.977
2438.185,8.333
2438.195,7.516
2438.205,7.123
2438.215,7.461
2438.225,7.408
2438.235,7.922
2438.245,8.283
2438.255,9.169
2438.265,9.385
2438.275,9.966
2438.285,10.145
2438.295,10.036
2438.305,9.709
2438.315,10.02
2438.325,9.915
2438.335,9.597
2438.345,9.853
2438.355,9.096
2438.365,8.679
2438.375,7.894
2438.385,7.316
2438.395,7.036
2438.405,7.198
2438.415,7.872
2438.425,8.163
2438.435,9.065
2438.445,8.942
2438.455,9.025
2438.465,9.104
2438.475,8.276
2438.485,8.145
2438.495,7.694
2438.505,7.019
2438.515,6.848
2438.525,6.416
2438.535,6.41
2438.545,6.488
2438.555,6.851
2438.565,7.618
2438.575,7.798
2438.585,8.079
2438.595,7.994
2438.605,7.74
2438.615,9.297
2438.625,11.073
2438.635,8.413
2438.645,7.943
2438.655,7.887
2438.665,7.788
2438.675,7.851
2438.685,8.091
2438.695,7.783
2438.705,7.112
2438.715,6.801
2438.725,7.504
2438.735,8.14
2438.745,7.993
2438.755,7.593
2438.765,7.882
2438.775,9.075
2438.785,10.052
2438.795,10.397
2438.805,11.113
2438.815,11.923
2438.825,11.803
2438.835,10.669
2438.845,9.319
2438.855,9.099
2438.865,8.502
2438.875,8.233
2438.885,8.913
2438.895,9.605
2438.905,9.878
2438.915,10.7
2438.925,10.715
2438.935,10.134
2438.945,9.022
2438.955,8.893
2438.965,9.12
2438.975,9.304
2438.985,10.2
2438.995,12.454
2439.005,11.247
2439.015,8.77
2439.025,8.12
2439.035,7.004
2439.045,6.345
2439.055,6.195
2439.065,6.042
2439.075,6.714
2439.085,7.486
2439.095,7.888
2439.105,8.61
2439.115,10.248
2439.125,11.265
2439.135,10.671
2439.145,10.944
2439.155,10.462
2439.165,9.712
2439.175,10.018
2439.185,11.95
2439.195,12.789
2439.205,12.467
2439.215,12.767
2439.225,13.623
2439.235,11.788
2439.245,10.434
2439.255,10.389
2439.265,10.695
2439.275,9.588
2439.285,9.251
2439.295,10.518
2439.305,10.315
2439.315,10.052
2439.325,9.766
2439.335,9.216
2439.345,8.537
2439.355,7.728
2439.365,8.088
2439.375,8.636
2439.385,8.293
2439.395,8.273
2439.405,8.107
2439.415,7.484
2439.425,7.189
2439.435,7.008
2439.445,6.998
2439.455,7.379
2439.465,7.856
2439.475,8.102
2439.485,6.686
2439.495,6.787
2439.505,7.03
2439.515,7.211
2439.525,7.564
2439.535,7.829
2439.545,8.237
2439.555,8.752
2439.565,9.923
2439.575,11.298
2439.585,12.63
2439.595,11.918
2439.605,11.212
2439.615,11.13
2439.625,11.052
2439.635,11.494
2439.645,11.154
2439.655,13.01
2439.665,13.598
2439.675,12.915
2439.685,13.377
2439.695,13.346
2439.705,12.061
2439.715,11.261
2439.725,10.725
2439.735,10.965
2439.745,11.137
2439.755,10.272
2439.765,9.607
2439.775,8.91
2439.785,8.086
2439.795,8.0
2439.805,7.655
2439.815,7.983
2439.825,8.282
2439.835,7.615
2439.845,6.808
2439.855,5.872
2439.865,5.239
2439.875,4.161
2439.885,4.07
2439.895,3.796
2439.905,3.653
2439.915,3.781
2439.925,4.112
2439.935,4.337
2439.945,4.417
2439.955,4.618
2439.965,4.653
2439.975,5.143
2439.985,5.991
2439.995,6.107
2440.005,6.982
2440.015,8.135
2440.025,8.736
2440.035,9.189
2440.045,9.865
2440.055,10.784
2440.065,10.997
2440.075,10.801
2440.085,10.57
2440.095,10.197
2440.105,8.801
2440.115,8.138
2440.125,8.181
2440.135,8.011
2440.145,8.079
2440.155,7.629
2440.165,7.377
2440.175,7.279
2440.185,7.184
2440.195,7.958
2440.205,8.081
2440.215,7.876
2440.225,8.564
2440.235,8.698
2440.245,7.745
2440.255,8.061
2440.265,8.214
2440.275,8.109
2440.285,8.661
2440.295,10.385
2440.305,13.492
2440.315,14.812
2440.325,17.795
2440.335,16.844
2440.345,11.937
2440.355,9.345
2440.365,7.843
2440.375,6.66
2440.385,6.111
2440.395,5.855
2440.405,5.829
2440.415,6.448
2440.425,7.429
2440.435,9.898
2440.445,10.838
2440.455,11.069
2440.465,11.452
2440.475,10.083
2440.485,7.889
2440.495,6.986
2440.505,6.613
2440.515,7.482
2440.525,9.039
2440.535,9.451
2440.545,9.448
2440.555,9.297
2440.565,8.688
2440.575,8.537
2440.585,8.428
2440.595,9.224
2440.605,10.119
2440.615,10.68
2440.625,10.965
2440.635,9.79
2440.645,8.146
2440.655,7.399
2440.665,7.843
2440.675,8.395
2440.685,8.541
2440.695,8.263
2440.705,7.949
2440.715,7.003
2440.725,5.998
2440.735,6.73
2440.745,7.458
2440.755,7.782
2440.765,8.632
2440.775,9.769
2440.785,10.407
2440.795,10.381
2440.805,11.036
2440.815,11.305
