Depth,BC
2400.795,0.1
2400.805,0.098
2400.815,0.094
2400.825,0.079
2400.835,0.072
2400.845,0.061
2400.855,0.078
2400.865,0.081
2400.875,0.088
2400.885,0.086
2400.895,0.073
2400.905,0.081
2400.915,0.059
2400.925,0.048
2400.935,0.031
2400.945,0.032
2400.955,0.06
2400.965,0.079
2400.975,0.086
2400.985,0.082
2400.995,0.106
2401.005,0.161
2401.015,0.19
2401.025,0.189
2401.035,0.182
2401.045,0.183
2401.055,0.199
2401.065,0.198
2401.075,0.108
2401.085,0.1
2401.095,0.096
2401.105,0.083
2401.115,0.088
2401.125,0.114
2401.135,0.102
2401.145,0.094
2401.155,0.102
2401.165,0.089
2401.175,0.09
2401.185,0.124
2401.195,0.161
2401.205,0.191
2401.215,0.176
2401.225,0.165
2401.235,0.159
2401.245,0.175
2401.255,0.213
2401.265,0.211
2401.275,0.185
2401.285,0.132
2401.295,0.093
2401.305,0.091
2401.315,0.085
2401.325,0.077
2401.335,0.101
2401.345,0.105
2401.355,0.091
2401.365,0.089
2401.375,0.069
2401.385,0.072
2401.395,0.081
2401.405,0.096
2401.415,0.097
2401.425,0.213
2401.435,0.216
2401.445,0.202
2401.455,0.172
2401.465,0.2
2401.475,0.266
2401.485,0.34
2401.495,0.338
2401.505,0.209
2401.515,0.12
2401.525,0.09
2401.535,0.093
2401.545,0.106
2401.555,0.111
2401.565,0.111
2401.575,0.067
2401.585,0.071
2401.595,0.065
2401.605,0.081
2401.615,0.072
2401.625,0.058
2401.635,0.043
2401.645,0.045
2401.655,0.055
2401.665,0.053
2401.675,0.049
2401.685,0.053
2401.695,0.077
2401.705,0.083
2401.715,0.082
2401.725,0.072
2401.735,0.059
2401.745,0.052
2401.755,0.062
2401.765,0.052
2401.775,0.056
2401.785,0.04
2401.795,0.041
2401.805,0.048
2401.815,0.046
2401.825,0.072
2401.835,0.111
2401.845,0.154
2401.855,0.171
2401.865,0.119
2401.875,0.053
2401.885,0.058
2401.895,0.074
2401.905,0.065
2401.915,0.05
2401.925,0.057
2401.935,0.083
2401.945,0.092
2401.955,0.101
2401.965,0.119
2401.975,0.161
2401.985,0.186
2401.995,0.138
2402.005,0.099
2402.015,0.075
2402.025,0.099
2402.035,0.128
2402.045,0.149
2402.055,0.116
2402.065,0.104
2402.075,0.094
2402.085,0.117
2402.095,0.088
2402.105,0.072
2402.115,0.07
2402.125,0.065
2402.135,0.067
2402.145,0.073
2402.155,0.093
2402.165,0.07
2402.175,0.065
2402.185,0.071
2402.195,0.071
2402.205,0.051
2402.215,0.042
2402.225,0.058
2402.235,0.071
2402.245,0.103
2402.255,0.127
2402.265,0.134
2402.275,0.148
2402.285,0.124
2402.295,0.111
2402.305,0.078
2402.315,0.077
2402.325,0.079
2402.335,0.089
2402.345,0.09
2402.355,0.101
2402.365,0.125
2402.375,0.185
2402.385,0.258
2402.395,0.268
2402.405,0.294
2402.415,0.215
2402.425,0.153
2402.435,0.16
2402.445,0.225
2402.455,0.144
2402.465,0.119
2402.475,0.084
2402.485,0.13
2402.495,0.133
2402.505,0.163
2402.515,0.135
2402.525,0.072
2402.535,0.067
2402.545,0.09
2402.555,0.1
2402.565,0.122
2402.575,0.13
2402.585,0.138
2402.595,0.107
2402.605,0.08
2402.615,0.053
2402.625,0.058
2402.635,0.09
2402.645,0.102
2402.655,0.11
2402.665,0.112
2402.675,0.084
2402.685,0.108
2402.695,0.136
2402.705,0.141
2402.715,0.149
2402.725,0.196
2402.735,0.278
2402.745,0.368
2402.755,0.389
2402.765,0.269
2402.775,0.179
2402.785,0.133
2402.795,0.107
2402.805,0.135
2402.815,0.135
2402.825,0.135
2402.835,0.097
2402.845,0.102
2402.855,0.082
2402.865,0.054
2402.875,0.044
2402.885,0.057
2402.895,0.114
2402.905,0.116
2402.915,0.158
2402.925,0.2
2402.935,0.227
2402.945,0.244
2402.955,0.273
2402.965,0.268
2402.975,0.149
2402.985,0.112
2402.995,0.088
2403.005,0.051
2403.015,0.053
2403.025,0.06
2403.035,0.059
2403.045,0.043
2403.055,0.042
2403.065,0.044
2403.075,0.056
2403.085,0.046
2403.095,0.055
2403.105,0.061
2403.115,0.07
2403.125,0.07
2403.135,0.051
2403.145,0.047
2403.155,0.061
2403.165,0.113
2403.175,0.083
2403.185,0.064
2403.195,0.054
2403.205,0.095
2403.215,0.144
2403.225,0.149
2403.235,0.118
2403.265,0.067
2403.275,0.073
2403.285,0.073
2403.295,0.101
2403.305,0.106
2403.315,0.1
2403.325,0.1
2403.335,0.113
2403.345,0.165
2403.355,0.241
2403.365,0.349
2403.375,0.329
2403.385,0.264
2403.395,0.135
2403.405,0.083
2403.415,0.116
2403.425,0.145
2403.435,0.164
2403.445,0.117
2403.455,0.084
2403.465,0.088
2403.475,0.091
2403.485,0.106
2403.495,0.146
2403.505,0.175
2403.515,0.136
2403.525,0.088
2403.535,0.096
2403.545,0.095
2403.555,0.081
2403.565,0.083
2403.575,0.064
2403.585,0.046
2403.595,0.055
2403.605,0.048
2403.615,0.039
2403.625,0.045
2403.635,0.035
2403.645,0.033
2403.655,0.055
2403.665,0.065
2403.675,0.094
2403.685,0.098
2403.695,0.096
2403.705,0.075
2403.715,0.044
2403.725,0.054
2403.735,0.059
2403.745,0.079
2403.755,0.101
2403.765,0.106
2403.775,0.114
2403.785,0.088
2403.795,0.078
2403.805,0.075
2403.815,0.095
2403.825,0.089
2403.835,0.061
2403.845,0.061
2403.855,0.067
2403.865,0.078
2403.875,0.09
2403.885,0.086
2403.895,0.067
2403.905,0.072
2403.915,0.092
2403.925,0.122
2403.935,0.148
2403.945,0.103
2403.955,0.068
2403.965,0.052
2403.975,0.071
2403.985,0.085
2403.995,0.079
2404.005,0.048
2404.015,0.065
2404.025,0.064
2404.035,0.078
2404.045,0.127
2404.055,0.146
2404.065,0.159
2404.075,0.113
2404.085,0.075
2404.095,0.062
2404.105,0.065
2404.115,0.087
2404.125,0.089
2404.135,0.083
2404.145,0.09
2404.155,0.071
2404.165,0.089
2404.175,0.101
2404.185,0.094
2404.195,0.118
2404.205,0.16
2404.215,0.191
2404.225,0.189
2404.235,0.205
2404.245,0.138
2404.255,0.062
2404.265,0.051
2404.275,0.051
2404.285,0.041
2404.295,0.049
2404.305,0.055
2404.315,0.064
2404.325,0.073
2404.335,0.088
2404.345,0.1
2404.355,0.132
2404.365,0.133
2404.375,0.169
2404.385,0.188
2404.395,0.169
2404.405,0.146
2404.415,0.171
2404.425,0.164
2404.435,0.155
2404.445,0.185
2404.455,0.207
2404.465,0.197
2404.475,0.239
2404.485,0.235
2404.495,0.191
2404.505,0.093
2404.515,0.094
2404.525,0.099
2404.535,0.101
2404.545,0.114
2404.555,0.107
2404.565,0.081
2404.575,0.097
2404.585,0.07
2404.595,0.091
2404.605,0.076
2404.615,0.103
2404.625,0.132
2404.635,0.184
2404.645,0.196
2404.655,0.131
2404.665,0.098
2404.675,0.07
2404.685,0.11
2404.695,0.129
2404.705,0.118
2404.715,0.08
2404.725,0.096
2404.735,0.143
2404.745,0.177
2404.755,0.234
2404.765,0.278
2404.775,0.255
2404.785,0.197
2404.795,0.213
2404.805,0.14
2404.815,0.137
2404.825,0.192
2404.835,0.215
2404.845,0.277
2404.855,0.326
2404.865,0.185
2404.875,0.154
2404.885,0.064
2404.895,0.083
2404.905,0.118
2404.915,0.154
2404.925,0.182
2404.935,0.185
2404.945,0.165
2404.955,0.14
2404.965,0.157
2404.975,0.211
2404.985,0.181
2404.995,0.131
2405.005,0.12
2405.015,0.159
2405.025,0.183
2405.035,0.225
2405.045,0.22
2405.055,0.138
2405.065,0.117
2405.075,0.119
2405.085,0.145
2405.095,0.142
2405.105,0.142
2405.115,0.115
2405.125,0.094
2405.135,0.113
2405.145,0.16
2405.155,0.267
2405.165,0.283
2405.175,0.214
2405.185,0.084
2405.195,0.057
2405.205,0.06
2405.215,0.064
2405.225,0.09
2405.235,0.127
2405.245,0.163
2405.255,0.143
2405.265,0.089
2405.275,0.057
2405.285,0.05
2405.295,0.056
2405.305,0.083
2405.315,0.073
2405.325,0.1
2405.335,0.115
2405.345,0.153
2405.355,0.175
2405.365,0.139
2405.375,0.098
2405.385,0.071
2405.395,0.065
2405.405,0.066
2405.415,0.06
2405.425,0.08
2405.435,0.103
2405.445,0.104
2405.455,0.114
2405.465,0.125
2405.475,0.138
2405.485,0.137
2405.495,0.135
2405.505,0.129
2405.515,0.118
2405.525,0.088
2405.535,0.066
2405.545,0.076
2405.555,0.072
2405.565,0.081
2405.575,0.074
2405.585,0.068
2405.595,0.062
2405.605,0.069
2405.615,0.076
2405.625,0.102
2405.635,0.093
2405.645,0.077
2405.655,0.097
2405.665,0.099
2405.675,0.078
2405.685,0.087
2405.695,0.114
2405.705,0.145
2405.715,0.147
2405.725,0.114
2405.735,0.044
2405.745,0.042
2405.755,0.053
2405.765,0.043
2405.775,0.05
2405.785,0.031
2405.795,0.032
2405.805,0.026
2405.815,0.043
2405.825,0.068
2405.835,0.063
2405.845,0.066
2405.855,0.096
2405.865,0.097
2405.875,0.087
2405.885,0.056
2405.895,0.062
2405.905,0.077
2405.915,0.092
2405.925,0.108
2405.935,0.162
2405.945,0.168
2405.955,0.114
2405.965,0.091
2405.975,0.09
2405.985,0.104
2405.995,0.132
2406.005,0.125
2406.015,0.147
2406.025,0.193
2406.035,0.245
2406.045,0.27
2406.055,0.162
2406.065,0.173
2406.075,0.189
2406.085,0.209
2406.095,0.295
2406.105,0.394
2406.115,0.281
2406.125,0.231
2406.135,0.172
2406.145,0.153
2406.155,0.191
2406.165,0.275
2406.175,0.295
2406.185,0.247
2406.195,0.138
2406.205,0.067
2406.215,0.037
2406.265,0.307
2406.275,0.37
2406.285,0.478
2406.295,0.453
2406.305,0.364
2406.315,0.281
2406.325,0.221
2406.335,0.132
2406.345,0.1
2406.355,0.084
2406.365,0.137
2406.375,0.143
2406.385,0.117
2406.395,0.093
2406.405,0.074
2406.415,0.061
2406.425,0.053
2406.435,0.066
2406.445,0.09
2406.455,0.125
2406.465,0.158
2406.475,0.148
2406.485,0.118
2406.495,0.097
2406.505,0.085
2406.515,0.108
2406.525,0.087
2406.535,0.074
2406.545,0.055
2406.555,0.071
2406.565,0.085
2406.575,0.097
2406.585,0.098
2406.595,0.125
2406.605,0.124
2406.615,0.124
2406.625,0.2
2406.635,0.222
2406.645,0.133
2406.655,0.064
2406.665,0.044
2406.675,0.044
2406.685,0.046
2406.695,0.052
2406.705,0.051
2406.715,0.046
2406.725,0.05
2406.735,0.072
2406.745,0.07
2406.755,0.072
2406.765,0.085
2406.775,0.081
2406.785,0.088
2406.805,0.097
2406.815,0.11
2406.825,0.068
2406.835,0.088
2406.845,0.087
2406.855,0.088
2406.865,0.078
2406.875,0.085
2406.885,0.101
2406.895,0.079
2406.905,0.078
2406.915,0.094
2406.925,0.115
2406.935,0.155
2406.945,0.17
2406.955,0.156
2406.965,0.12
2406.975,0.111
2406.985,0.086
2406.995,0.146
2407.005,0.194
2407.015,0.259
2407.025,0.278
2407.035,0.177
2407.045,0.086
2407.055,0.074
2407.065,0.106
2407.075,0.127
2407.085,0.115
2407.095,0.098
2407.105,0.055
2407.115,0.051
2407.125,0.063
2407.135,0.074
2407.145,0.102
2407.155,0.114
2407.165,0.131
2407.175,0.16
2407.185,0.229
2407.195,0.228
2407.205,0.215
2407.215,0.181
2407.225,0.169
2407.235,0.161
2407.245,0.151
2407.255,0.163
2407.265,0.164
2407.275,0.073
2407.285,0.057
2407.295,0.081
2407.305,0.116
2407.315,0.111
2407.325,0.07
2407.335,0.057
2407.345,0.077
2407.355,0.076
2407.365,0.075
2407.375,0.082
2407.385,0.093
2407.395,0.109
2407.405,0.115
2407.415,0.097
2407.425,0.087
2407.435,0.093
2407.445,0.112
2407.455,0.107
2407.465,0.094
2407.475,0.1
2407.485,0.071
2407.495,0.095
2407.505,0.12
2407.515,0.15
2407.525,0.155
2407.535,0.126
2407.545,0.099
2407.555,0.109
2407.565,0.106
2407.575,0.111
2407.585,0.086
2407.595,0.106
2407.605,0.091
2407.615,0.095
2407.625,0.092
2407.635,0.061
2407.645,0.034
2407.655,0.029
2407.665,0.032
2407.675,0.031
2407.685,0.036
2407.695,0.049
2407.705,0.06
2407.715,0.066
2407.725,0.064
2407.735,0.067
2407.745,0.082
2407.755,0.11
2407.765,0.118
2407.775,0.121
2407.785,0.134
2407.795,0.141
2407.805,0.152
2407.815,0.15
2407.825,0.11
2407.835,0.094
2407.845,0.066
2407.855,0.094
2407.865,0.11
2407.875,0.113
2407.885,0.115
2407.895,0.127
2407.905,0.128
2407.915,0.136
2407.925,0.113
2407.935,0.126
2407.945,0.134
2407.955,0.132
2407.965,0.159
2407.975,0.147
2407.985,0.17
2407.995,0.201
2408.035,0.22
2408.045,0.256
2408.055,0.238
2408.065,0.191
2408.075,0.168
2408.085,0.169
2408.095,0.152
2408.105,0.12
2408.115,0.093
2408.125,0.109
2408.135,0.169
2408.145,0.23
2408.155,0.307
2408.165,0.322
2408.175,0.264
2408.185,0.195
2408.195,0.138
2408.205,0.119
2408.215,0.112
2408.225,0.071
2408.235,0.059
2408.245,0.082
2408.255,0.076
2408.265,0.108
2408.275,0.111
2408.285,0.084
2408.295,0.083
2408.305,0.084
2408.315,0.086
2408.325,0.118
2408.335,0.126
2408.345,0.134
2408.355,0.151
2408.365,0.218
2408.375,0.271
2408.385,0.262
2408.395,0.194
2408.405,0.168
2408.415,0.177
2408.425,0.145
2408.435,0.128
2408.445,0.113
2408.455,0.108
2408.465,0.127
2408.475,0.123
2408.485,0.168
2408.495,0.195
2408.505,0.192
2408.515,0.231
2408.525,0.234
2408.535,0.236
2408.545,0.362
2408.555,0.345
2408.565,0.384
2408.575,0.321
2408.585,0.246
2408.595,0.27
2408.605,0.208
2408.615,0.115
2408.625,0.101
2408.635,0.114
2408.645,0.106
2408.655,0.1
2408.665,0.075
2408.675,0.06
2408.685,0.066
2408.695,0.07
2408.705,0.082
2408.715,0.117
2408.725,0.137
2408.735,0.139
2408.745,0.119
2408.755,0.098
2408.765,0.09
2408.775,0.087
2408.785,0.11
2408.795,0.13
2408.805,0.133
2408.815,0.15
2408.825,0.155
2408.835,0.108
2408.845,0.137
2408.855,0.133
2408.865,0.142
2408.875,0.142
2408.885,0.152
2408.895,0.156
2408.905,0.174
2408.915,0.166
2408.925,0.159
2408.935,0.179
2408.945,0.267
2408.955,0.278
2408.965,0.241
2408.975,0.208
2408.985,0.159
2408.995,0.183
2409.005,0.116
2409.015,0.125
2409.025,0.148
2409.035,0.18
2409.045,0.166
2409.055,0.138
2409.065,0.095
2409.075,0.097
2409.085,0.127
2409.095,0.152
2409.105,0.151
2409.115,0.127
2409.125,0.125
2409.135,0.117
2409.145,0.108
2409.155,0.09
2409.165,0.092
2409.175,0.115
2409.185,0.154
2409.195,0.161
2409.205,0.141
2409.215,0.142
2409.225,0.088
2409.235,0.071
2409.245,0.093
2409.255,0.117
2409.265,0.126
2409.275,0.168
2409.285,0.178
2409.295,0.189
2409.305,0.236
2409.315,0.226
2409.325,0.138
2409.335,0.086
2409.345,0.123
2409.355,0.136
2409.365,0.149
2409.375,0.175
2409.385,0.165
2409.395,0.157
2409.405,0.16
2409.415,0.164
2409.425,0.16
2409.435,0.112
2409.445,0.072
2409.455,0.102
2409.465,0.085
2409.475,0.068
2409.485,0.066
2409.495,0.067
2409.505,0.066
2409.515,0.057
2409.525,0.041
2409.535,0.073
2409.545,0.098
2409.555,0.118
2409.565,0.139
2409.575,0.166
2409.585,0.195
2409.595,0.167
2409.605,0.121
2409.615,0.075
2409.625,0.071
2409.635,0.094
2409.645,0.075
2409.655,0.084
2409.665,0.104
2409.675,0.078
2409.685,0.073
2409.695,0.084
2409.705,0.085
2409.715,0.094
2409.725,0.121
2409.735,0.155
2409.745,0.228
2409.755,0.191
2409.765,0.11
2409.775,0.083
2409.785,0.06
2409.795,0.048
2409.805,0.039
2409.815,0.029
2409.825,0.031
2409.835,0.032
2409.845,0.047
2409.855,0.074
2409.865,0.113
2409.875,0.111
2409.885,0.069
2409.895,0.044
2409.905,0.054
2409.915,0.067
2409.925,0.089
2409.935,0.101
2409.945,0.143
2409.955,0.152
2409.965,0.187
2409.975,0.204
2409.985,0.153
2409.995,0.117
2410.025,0.087
2410.035,0.081
2410.045,0.077
2410.055,0.05
2410.065,0.069
2410.075,0.086
2410.085,0.101
2410.095,0.116
2410.105,0.128
2410.115,0.085
2410.125,0.035
2410.135,0.055
2410.145,0.079
2410.155,0.108
2410.165,0.11
2410.175,0.135
2410.185,0.142
2410.195,0.111
2410.205,0.078
2410.215,0.058
2410.225,0.059
2410.235,0.067
2410.245,0.082
2410.255,0.092
2410.265,0.094
2410.275,0.09
2410.285,0.091
2410.295,0.089
2410.305,0.088
2410.315,0.132
2410.325,0.163
2410.335,0.158
2410.345,0.117
2410.355,0.084
2410.365,0.087
2410.375,0.088
2410.385,0.062
2410.395,0.059
2410.405,0.069
2410.415,0.092
2410.425,0.123
2410.435,0.168
2410.445,0.151
2410.455,0.195
2410.465,0.153
2410.475,0.173
2410.485,0.202
2410.495,0.175
2410.505,0.111
2410.515,0.058
2410.525,0.043
2410.535,0.054
2410.545,0.061
2410.555,0.078
2410.565,0.081
2410.575,0.089
2410.585,0.131
2410.595,0.162
2410.605,0.184
2410.615,0.15
2410.625,0.128
2410.635,0.092
2410.645,0.078
2410.655,0.08
2410.665,0.076
2410.675,0.06
2410.685,0.088
2410.695,0.107
2410.705,0.086
2410.715,0.083
2410.725,0.086
2410.735,0.069
2410.745,0.08
2410.755,0.077
2410.765,0.091
2410.775,0.065
2410.785,0.074
2410.795,0.106
2410.805,0.134
2410.815,0.107
2410.825,0.13
2410.835,0.142
2410.845,0.15
2410.855,0.151
2410.865,0.217
2410.875,0.277
2410.885,0.377
2410.895,0.184
2410.905,0.065
2410.915,0.077
2410.925,0.114
2410.935,0.11
2410.945,0.126
2410.955,0.146
2410.965,0.138
2410.975,0.093
2410.985,0.099
2410.995,0.076
2411.005,0.07
2411.015,0.06
2411.025,0.057
2411.035,0.064
2411.045,0.062
2411.055,0.068
2411.065,0.089
2411.075,0.092
2411.085,0.115
2411.095,0.114
2411.105,0.088
2411.115,0.094
2411.125,0.123
2411.135,0.218
2411.145,0.227
2411.155,0.196
2411.165,0.117
2411.175,0.073
2411.185,0.062
2411.195,0.064
2411.205,0.053
2411.215,0.057
2411.225,0.049
2411.235,0.055
2411.245,0.084
2411.255,0.09
2411.265,0.095
2411.275,0.098
2411.285,0.111
2411.295,0.164
2411.305,0.176
2411.315,0.108
2411.325,0.078
2411.335,0.104
2411.345,0.104
2411.355,0.105
2411.365,0.134
2411.375,0.118
2411.385,0.116
2411.395,0.112
2411.405,0.122
2411.415,0.136
2411.425,0.165
2411.435,0.187
2411.445,0.184
2411.455,0.158
2411.465,0.151
2411.475,0.155
2411.485,0.135
2411.495,0.141
2411.505,0.115
2411.515,0.094
2411.525,0.129
2411.535,0.122
2411.545,0.11
2411.555,0.101
2411.565,0.102
2411.575,0.145
2411.585,0.192
2411.595,0.204
2411.605,0.202
2411.615,0.131
2411.625,0.076
2411.635,0.061
2411.645,0.07
2411.655,0.063
2411.665,0.062
2411.675,0.069
2411.685,0.076
2411.695,0.074
2411.705,0.072
2411.715,0.05
2411.725,0.058
2411.735,0.061
2411.745,0.083
2411.755,0.087
2411.765,0.074
2411.775,0.063
2411.785,0.098
2411.795,0.092
2411.805,0.13
2411.815,0.134
2411.825,0.118
2411.835,0.061
2411.845,0.101
2411.855,0.107
2411.865,0.124
2411.875,0.124
2411.885,0.131
2411.895,0.121
2411.905,0.18
2411.915,0.157
2411.925,0.125
2411.935,0.105
2411.945,0.111
2411.955,0.107
2411.965,0.098
2411.975,0.094
2411.985,0.133
2411.995,0.217
2412.005,0.206
2412.015,0.257
2412.025,0.318
2412.035,0.281
2412.045,0.268
2412.055,0.25
2412.065,0.178
2412.075,0.164
2412.085,0.167
2412.095,0.182
2412.105,0.206
2412.115,0.216
2412.125,0.198
2412.135,0.191
2412.145,0.248
2412.155,0.241
2412.165,0.129
2412.175,0.158
2412.185,0.11
2412.195,0.056
2412.205,0.046
2412.215,0.05
2412.275,0.125
2412.285,0.214
2412.295,0.205
2412.305,0.191
2412.315,0.143
2412.325,0.07
2412.335,0.051
2412.345,0.044
2412.355,0.039
2412.365,0.054
2412.375,0.066
2412.385,0.065
2412.395,0.061
2412.405,0.049
2412.415,0.072
2412.425,0.072
2412.435,0.059
2412.445,0.048
2412.455,0.047
2412.465,0.051
2412.475,0.055
2412.485,0.092
2412.495,0.072
2412.505,0.113
2412.515,0.137
2412.525,0.18
2412.535,0.162
2412.545,0.123
2412.555,0.088
2412.565,0.088
2412.575,0.079
2412.585,0.104
2412.595,0.193
2412.605,0.197
2412.615,0.171
2412.625,0.188
2412.635,0.181
2412.645,0.156
2412.655,0.165
2412.665,0.112
2412.675,0.051
2412.685,0.038
2412.695,0.043
2412.705,0.045
2412.715,0.041
2412.725,0.071
2412.735,0.086
2412.745,0.111
2412.755,0.148
2412.765,0.158
2412.775,0.219
2412.785,0.282
2412.795,0.278
2412.805,0.206
2412.815,0.093
2412.825,0.069
2412.835,0.083
2412.845,0.095
2412.855,0.1
2412.865,0.088
2412.875,0.105
2412.885,0.126
2412.895,0.096
2412.905,0.072
2412.915,0.051
2412.925,0.046
2412.935,0.06
2412.945,0.14
2412.955,0.148
2412.965,0.134
2412.975,0.069
2412.985,0.106
2412.995,0.097
2413.005,0.103
2413.015,0.102
2413.025,0.073
2413.035,0.077
2413.045,0.088
2413.055,0.117
2413.065,0.131
2413.075,0.177
2413.085,0.175
2413.095,0.109
2413.105,0.078
2413.115,0.068
2413.125,0.072
2413.135,0.104
2413.145,0.097
2413.155,0.056
2413.165,0.06
2413.175,0.08
2413.185,0.121
2413.195,0.159
2413.205,0.139
2413.215,0.094
2413.225,0.079
2413.235,0.096
2413.245,0.242
2413.255,0.104
2413.265,0.096
2413.275,0.083
2413.285,0.079
2413.295,0.088
2413.305,0.123
2413.315,0.162
2413.325,0.183
2413.335,0.119
2413.345,0.071
2413.355,0.081
2413.365,0.089
2413.375,0.044
2413.385,0.041
2413.395,0.051
2413.405,0.061
2413.415,0.049
2413.425,0.061
2413.435,0.118
2413.445,0.134
2413.455,0.188
2413.465,0.21
2413.475,0.217
2413.485,0.193
2413.495,0.189
2413.505,0.216
2413.515,0.289
2413.525,0.294
2413.535,0.3
2413.545,0.234
2413.555,0.177
2413.565,0.125
2413.575,0.132
2413.585,0.129
2413.595,0.076
2413.605,0.076
2413.615,0.101
2413.625,0.146
2413.635,0.153
2413.645,0.111
2413.655,0.083
2413.665,0.081
2413.675,0.081
2413.685,0.081
2413.695,0.078
2413.705,0.073
2413.715,0.058
2413.725,0.058
2413.735,0.085
2413.745,0.099
2413.755,0.102
2413.765,0.102
2413.775,0.103
2413.785,0.102
2413.795,0.103
2413.805,0.1
2413.815,0.085
2413.825,0.084
2413.835,0.092
2413.845,0.105
2413.855,0.127
2413.865,0.103
2413.875,0.094
2413.885,0.089
2413.895,0.088
2413.905,0.065
2413.915,0.075
2413.925,0.078
2413.935,0.062
2413.945,0.051
2413.955,0.061
2413.965,0.07
2413.975,0.063
2413.985,0.065
2413.995,0.072
2414.005,0.095
2414.015,0.095
2414.025,0.084
2414.035,0.049
2414.045,0.057
2414.055,0.065
2414.065,0.066
2414.075,0.088
2414.085,0.099
2414.095,0.136
2414.105,0.167
2414.115,0.168
2414.125,0.17
2414.135,0.142
2414.145,0.144
2414.155,0.203
2414.165,0.221
2414.175,0.176
2414.185,0.228
2414.195,0.183
2414.205,0.196
2414.215,0.219
2414.225,0.213
2414.235,0.229
2414.245,0.3
2414.255,0.27
2414.265,0.302
2414.275,0.324
2414.285,0.285
2414.295,0.169
2414.305,0.162
2414.315,0.175
2414.325,0.142
2414.335,0.07
2414.345,0.092
2414.355,0.099
2414.365,0.093
2414.375,0.07
2414.385,0.074
2414.395,0.112
2414.405,0.112
2414.415,0.107
2414.425,0.101
2414.435,0.127
2414.445,0.125
2414.455,0.157
2414.465,0.165
2414.475,0.135
2414.485,0.1
2414.495,0.09
2414.505,0.068
2414.515,0.083
2414.525,0.142
2414.535,0.174
2414.545,0.176
2414.555,0.19
2414.565,0.174
2414.575,0.161
2414.585,0.184
2414.595,0.22
2414.605,0.263
2414.615,0.366
2414.625,0.454
2414.635,0.489
2414.645,0.438
2414.655,0.268
2414.665,0.133
2414.675,0.064
2414.685,0.062
2414.695,0.043
2414.705,0.03
2414.715,0.041
2414.725,0.079
2414.735,0.109
2414.745,0.097
2414.755,0.094
2414.765,0.112
2414.775,0.145
2414.785,0.168
2414.795,0.147
2414.805,0.132
2414.815,0.133
2414.825,0.115
2414.835,0.12
2414.845,0.139
2414.855,0.136
2414.865,0.103
2414.875,0.095
2414.885,0.094
2414.895,0.103
2414.905,0.074
2414.915,0.078
2414.925,0.088
2414.935,0.111
2414.945,0.061
2414.955,0.07
2414.965,0.088
2414.975,0.061
2414.985,0.053
2414.995,0.05
2415.005,0.06
2415.015,0.095
2415.025,0.08
2415.035,0.121
2415.045,0.12
2415.055,0.112
2415.065,0.077
2415.075,0.102
2415.085,0.106
2415.095,0.126
2415.105,0.135
2415.115,0.087
2415.125,0.091
2415.135,0.077
2415.145,0.054
2415.155,0.068
2415.165,0.072
2415.175,0.097
2415.185,0.094
2415.195,0.15
2415.205,0.178
2415.215,0.197
2415.225,0.2
2415.235,0.168
2415.245,0.057
2415.255,0.045
2415.265,0.043
2415.275,0.051
2415.285,0.056
2415.295,0.049
2415.305,0.045
2415.315,0.039
2415.325,0.058
2415.335,0.072
2415.345,0.074
2415.355,0.078
2415.365,0.061
2415.375,0.039
2415.385,0.053
2415.395,0.072
2415.405,0.084
2415.415,0.084
2415.425,0.068
2415.435,0.08
2415.445,0.099
2415.455,0.112
2415.465,0.102
2415.475,0.105
2415.485,0.116
2415.495,0.099
2415.505,0.097
2415.515,0.088
2415.525,0.091
2415.535,0.071
2415.545,0.104
2415.555,0.103
2415.565,0.1
2415.575,0.116
2415.585,0.119
2415.595,0.112
2415.605,0.103
2415.615,0.123
2415.625,0.181
2415.635,0.219
2415.645,0.272
2415.655,0.184
2415.665,0.134
2415.675,0.09
2415.685,0.059
2415.695,0.075
2415.705,0.07
2415.715,0.075
2415.725,0.086
2415.735,0.11
2415.745,0.11
2415.755,0.13
2415.765,0.143
2415.775,0.155
2415.785,0.106
2415.795,0.079
2415.805,0.08
2415.815,0.094
2415.825,0.078
2415.835,0.075
2415.845,0.063
2415.855,0.073
2415.865,0.072
2415.875,0.069
2415.885,0.06
2415.895,0.053
2415.905,0.061
2415.915,0.081
2415.925,0.07
2415.935,0.053
2415.945,0.071
2415.955,0.096
2415.965,0.082
2415.975,0.078
2415.985,0.085
2415.995,0.085
2416.005,0.096
2416.015,0.069
2416.025,0.095
2416.035,0.134
2416.045,0.133
2416.055,0.137
2416.065,0.102
2416.075,0.074
2416.085,0.05
2416.095,0.062
2416.105,0.059
2416.115,0.062
2416.125,0.087
2416.135,0.107
2416.145,0.123
2416.155,0.143
2416.165,0.127
2416.175,0.164
2416.185,0.149
2416.195,0.134
2416.205,0.186
2416.215,0.205
2416.225,0.243
2416.235,0.296
2416.245,0.175
2416.255,0.206
2416.265,0.085
2416.275,0.08
2416.285,0.089
2416.295,0.092
2416.305,0.109
2416.315,0.117
2416.325,0.119
2416.335,0.146
2416.345,0.107
2416.355,0.049
2416.365,0.052
2416.375,0.061
2416.385,0.085
2416.395,0.109
2416.405,0.133
2416.415,0.146
2416.425,0.148
2416.435,0.123
2416.445,0.066
2416.455,0.046
2416.465,0.06
2416.475,0.067
2416.485,0.101
2416.495,0.146
