Depth_m,BC
237.626,-0.182
237.637,-0.291
237.648,-0.367
237.659,-0.076
237.67,0.022
237.681,-0.16
237.692,0.314
237.703,1.106
237.713,1.211
237.724,1.12
237.735,1.062
237.746,0.523
237.757,0.32
237.768,0.432
237.779,0.669
237.79,0.471
237.801,0.296
237.812,-0.09
237.823,-0.273
237.834,-0.179
237.845,0.568
237.856,1.532
237.867,1.077
237.878,1.259
237.889,1.104
237.899,0.93
237.91,-0.238
237.921,-0.594
237.932,-0.687
237.943,-0.916
237.954,-1.175
237.965,-1.187
237.976,-1.229
237.987,-1.159
237.998,-1.044
238.009,-1.028
238.02,-0.922
238.031,-0.847
238.042,-0.442
238.053,0.053
238.064,-0.226
238.075,-0.33
238.085,0.001
238.096,0.235
238.107,0.52
238.118,0.487
238.129,0.418
238.14,0.475
238.151,0.415
238.162,0.243
238.173,0.19
238.184,-0.083
238.195,-0.254
238.206,-0.139
238.217,-0.096
238.228,-0.069
238.239,-0.187
238.25,0.201
238.261,0.17
238.271,0.606
238.282,0.382
238.293,0.346
238.304,0.23
238.315,0.669
238.326,0.463
238.337,-1.017
238.348,-1.373
238.359,-1.196
238.37,-1.457
238.381,-1.464
238.392,-1.497
238.403,-1.5
238.414,-1.404
238.425,-1.322
238.436,-0.918
238.446,-0.658
238.457,-0.75
238.468,-0.437
238.479,0.115
238.49,1.238
238.501,2.467
238.512,2.632
238.523,2.707
238.534,2.467
238.545,1.327
238.556,0.307
238.567,-0.292
238.578,-0.749
238.589,-0.83
238.6,-0.722
238.611,-0.76
238.622,-0.838
238.633,-0.931
238.643,-0.974
238.654,-0.994
238.665,-1.129
238.676,-1.155
238.687,-1.088
238.698,-0.855
238.709,-0.578
238.72,-0.615
238.731,-0.562
238.742,-0.216
238.753,0.144
238.764,0.527
238.775,1.233
238.786,1.488
238.797,1.622
238.808,0.938
238.819,-0.759
238.829,-0.526
238.84,-0.633
238.851,-0.981
238.862,-1.133
238.873,-1.172
238.884,-1.111
238.895,-0.922
238.906,-0.763
238.917,-0.888
238.928,-0.676
238.939,-0.863
238.95,-0.315
238.961,-0.27
238.972,-0.779
238.983,-0.659
238.994,-0.254
239.004,0.369
239.015,0.271
239.026,0.857
239.037,2.027
239.048,2.56
239.059,2.132
239.07,1.764
239.081,1.12
239.092,-0.064
239.103,-0.115
239.114,-0.706
239.125,-1.387
239.136,-1.521
239.147,-1.437
239.158,-1.39
239.169,-1.38
239.18,-1.401
239.191,-1.309
239.201,-0.971
239.212,-0.962
239.223,-0.249
239.234,-0.075
239.245,-0.06
239.256,0.278
239.267,0.885
239.278,0.059
239.289,-0.13
239.3,-0.499
239.311,-0.83
239.322,-1.341
239.333,-1.192
239.344,-1.104
239.355,-0.82
239.366,-0.587
239.377,-0.616
239.387,-0.401
239.398,-0.171
239.409,-0.241
239.42,0.109
239.431,0.653
239.442,0.707
239.453,1.323
239.464,0.94
239.475,1.47
239.486,1.698
239.497,2.197
239.508,1.833
239.519,-0.061
239.53,-0.664
239.541,-0.721
239.552,-0.681
239.563,0.259
239.573,0.46
239.584,0.828
239.595,0.402
239.606,0.297
239.617,0.095
239.628,0.185
239.639,0.561
239.65,1.327
239.661,1.23
239.672,0.823
239.683,0.441
239.694,0.17
239.705,0.365
239.716,-0.063
239.727,-0.139
239.738,-0.079
239.749,-0.17
239.759,-0.254
239.77,-1.007
239.781,-1.107
239.792,-1.115
239.803,-1.138
239.814,-1.184
239.825,-1.042
239.836,-0.741
239.847,-0.192
239.858,-0.048
239.869,-0.294
239.88,-0.323
239.891,-0.043
239.902,0.304
239.913,1.176
239.924,2.064
239.935,2.329
239.945,2.677
239.956,2.581
239.967,1.981
239.978,0.286
239.989,-0.51
240.0,-0.285
240.033,-0.256
240.044,-0.496
240.055,-0.369
240.066,-0.273
240.077,-0.439
240.088,-0.585
240.099,-0.386
240.11,-0.667
240.12,-0.414
240.131,-0.609
240.142,-0.693
240.153,-0.466
240.164,-0.506
240.175,-0.771
240.186,-0.862
240.197,-0.996
240.208,-1.214
240.219,-1.252
240.23,-1.322
240.241,-1.353
240.252,-1.257
240.263,-1.027
240.274,-0.83
240.285,-0.732
240.296,-0.634
240.306,-0.799
240.317,-0.776
240.328,-0.838
240.339,-0.781
240.35,-0.796
240.361,0.406
240.372,1.113
240.383,0.807
240.394,1.844
240.405,3.81
240.416,4.501
240.427,4.442
240.438,2.237
240.449,1.42
240.46,0.228
240.471,-0.692
240.482,-1.049
240.492,-0.941
240.503,-0.76
240.514,-1.017
240.525,-0.847
240.536,0.029
240.547,0.103
240.558,0.335
240.569,0.604
240.58,0.596
240.591,0.575
240.602,0.802
240.613,1.42
240.624,2.131
240.635,2.172
240.646,2.364
240.657,1.361
240.668,-0.041
240.678,-0.815
240.689,-1.088
240.7,-1.302
240.711,-1.398
240.722,-1.415
240.733,-1.394
240.744,-1.464
240.755,-1.43
240.766,-1.456
240.777,-1.481
240.788,-1.425
240.799,-1.313
240.81,-0.742
240.821,-0.559
240.832,-0.729
240.843,-0.937
240.853,-0.702
240.864,-0.302
240.875,1.404
240.886,4.88
240.897,6.735
240.908,4.599
240.919,4.938
240.93,5.487
240.941,7.063
240.952,7.408
240.963,9.371
240.974,11.365
240.985,15.333
240.996,9.42
241.007,0.169
241.018,-0.502
241.029,-0.768
241.04,-1.055
241.05,-1.154
241.061,-1.231
241.072,-1.234
241.083,-1.047
241.094,-0.844
241.105,-0.507
241.116,-0.306
241.127,0.242
241.138,0.893
241.149,1.73
241.16,1.109
241.171,0.6
241.182,-0.425
241.193,-0.262
241.204,-0.453
241.215,-0.162
241.226,-0.195
241.236,-0.086
241.247,-0.349
241.258,-0.941
241.269,-1.311
241.28,-1.447
241.291,-1.298
241.302,-1.103
241.313,-0.552
241.324,-0.572
241.335,-0.774
241.346,-0.849
241.357,-0.715
241.368,-0.137
241.379,1.625
241.39,1.954
241.401,3.31
241.411,4.321
241.422,4.873
241.433,2.831
241.444,1.645
241.455,0.736
241.466,-0.51
241.477,-1.275
241.488,-1.335
241.499,-1.507
241.51,-1.572
241.521,-1.569
241.532,-1.453
241.543,-1.373
241.554,-0.909
241.565,-0.183
241.576,-0.832
241.587,-0.463
241.597,0.393
241.608,0.814
241.619,0.213
241.63,0.551
241.641,-0.627
241.652,-0.71
241.663,-0.665
241.674,-0.679
241.685,-0.635
241.696,-0.868
241.707,-1.101
241.718,-1.289
241.729,-1.379
241.74,-1.363
241.751,-1.324
241.762,-1.322
241.773,-1.281
241.784,-1.33
241.794,-1.31
241.805,-1.048
241.816,-0.771
241.827,-0.878
241.838,-0.684
241.849,-0.681
241.86,-0.762
241.871,-0.688
241.882,-0.533
241.893,-1.1
241.904,-1.345
241.915,-1.321
241.926,-1.423
241.937,-1.352
241.948,-1.349
241.959,-1.42
241.97,-1.384
241.98,-1.304
241.991,-1.446
242.002,-1.429
242.013,-1.435
242.024,-0.869
242.035,-0.761
242.046,-0.691
242.057,-0.464
242.068,-0.358
242.079,-0.32
242.09,-0.007
242.101,0.434
242.112,0.184
242.123,0.122
242.134,0.062
242.145,-0.297
242.155,-0.595
242.166,-1.23
242.177,-1.468
242.188,-1.427
242.199,-1.28
242.21,-1.081
242.221,-0.506
242.232,0.886
242.243,1.469
242.254,1.339
242.265,1.503
242.276,1.449
242.287,1.691
242.298,2.577
242.309,2.404
242.32,2.013
242.331,1.435
242.341,0.558
242.352,0.658
242.363,0.961
242.374,0.446
242.385,0.177
242.396,-0.315
242.407,-0.537
242.418,-0.712
242.429,-0.625
242.44,-1.071
242.451,-1.106
242.462,-1.149
242.473,-1.08
242.484,-0.921
242.495,-1.01
242.506,-1.055
242.517,-0.649
242.527,-0.109
242.538,-0.059
242.549,-0.391
242.56,-0.589
242.571,-0.681
242.582,-0.607
242.593,-0.643
242.604,-0.702
242.615,-0.872
242.626,-0.599
242.637,-0.574
242.648,-0.61
242.659,-0.682
242.67,-0.783
242.681,-0.681
242.692,-0.802
242.703,-0.863
242.713,-0.954
242.724,-0.97
242.735,-0.965
242.746,-0.925
242.757,-0.872
242.768,-0.697
242.779,-0.793
242.79,-0.484
242.801,-0.212
242.812,0.201
242.823,0.84
242.834,1.117
242.845,1.191
242.856,1.038
242.867,1.126
242.878,1.746
242.889,0.432
242.899,-0.867
242.91,-1.263
242.921,-1.285
242.932,-1.187
242.943,-1.15
242.954,-1.151
242.965,-0.852
242.976,-0.869
242.987,-0.766
242.998,-0.962
243.009,-1.001
243.02,-1.023
243.031,-0.828
243.042,-0.535
243.053,-0.289
243.064,0.304
243.075,1.068
243.086,0.069
243.096,-1.074
243.107,-1.022
243.118,-1.127
243.129,-0.858
243.14,-0.723
243.151,-0.612
243.162,-0.617
243.173,-0.133
243.184,-0.329
243.195,-0.03
243.206,-0.552
243.217,-0.326
243.228,-0.123
243.239,0.583
243.25,1.402
243.261,1.739
243.272,1.295
243.282,1.117
243.293,0.976
243.304,0.753
243.315,-0.003
243.326,-0.834
243.337,-1.102
243.348,-0.997
243.359,-1.026
243.37,-0.912
243.381,-0.663
243.392,-0.105
243.403,0.917
243.414,0.564
243.425,0.666
243.436,1.608
243.447,2.056
243.457,3.404
243.468,3.613
243.479,3.687
243.49,4.385
243.501,4.76
243.512,3.747
243.523,1.331
243.534,-0.455
243.545,-1.281
243.556,-1.228
243.567,-1.318
243.578,-1.291
243.589,-1.31
243.6,-1.14
243.611,-0.939
243.622,-0.864
243.633,-0.784
243.643,-0.416
243.654,-0.128
243.665,-0.185
243.676,-0.062
243.687,0.115
243.698,0.709
243.709,0.803
243.72,0.572
243.731,0.912
243.742,1.291
243.753,1.921
243.764,2.123
243.775,1.905
243.786,1.823
243.797,1.635
243.808,1.703
243.819,1.342
243.829,0.673
243.84,-0.401
243.851,-0.613
243.862,-0.787
243.873,-0.63
243.884,0.593
243.895,1.786
243.906,1.98
243.917,1.099
243.928,0.373
243.939,0.775
243.95,0.652
243.961,1.109
243.972,1.133
243.983,1.106
243.994,0.837
244.005,0.26
244.015,-0.138
244.026,-0.552
244.037,-0.5
244.048,-0.394
244.059,-0.393
244.07,-0.49
244.081,-0.429
244.092,-0.16
244.103,-0.235
244.114,-0.167
244.125,0.129
244.136,0.252
244.147,0.207
244.158,0.477
244.169,0.184
244.18,-0.254
244.191,-0.253
244.201,0.004
244.212,-0.266
244.223,-0.281
244.234,-0.822
244.245,-0.859
244.256,-0.898
244.267,-0.996
244.278,-1.05
244.289,-1.051
244.3,-0.985
244.311,-0.911
244.322,-0.794
244.333,-0.623
244.344,-0.622
244.355,-0.657
244.366,-0.565
244.377,-0.689
244.387,-0.598
244.398,-0.68
244.409,-0.619
244.42,-0.281
244.431,-0.092
244.442,-0.076
244.453,0.112
244.464,-0.112
244.475,-0.78
244.486,-1.027
244.497,-1.049
244.508,-1.064
244.519,-1.019
244.53,-1.027
244.541,-1.021
244.552,-0.781
244.563,-0.527
244.573,-0.777
244.584,-0.262
244.595,-0.161
244.606,0.487
244.617,0.94
244.628,1.234
244.639,1.341
244.65,1.824
244.661,1.222
244.672,0.974
244.683,0.868
244.694,0.929
244.705,0.103
244.716,0.47
244.727,-0.101
244.738,-0.739
244.749,-0.853
244.759,-0.727
244.77,-0.737
244.781,-0.784
244.792,-0.801
244.803,-0.69
244.814,-0.578
244.825,-0.253
244.836,0.028
244.847,0.565
244.858,0.472
244.869,-0.303
244.88,-1.136
244.891,-1.144
244.902,-1.191
244.913,-1.261
244.924,-1.249
244.935,-1.138
244.945,-0.996
244.956,-1.034
244.967,-0.815
244.978,-0.998
244.989,-0.857
245.0,-0.777
245.011,-0.757
245.022,-0.684
245.033,-0.65
245.044,-0.39
245.055,0.216
245.066,0.776
245.077,0.403
245.088,-0.07
245.099,-0.664
245.11,-0.607
245.121,-0.49
245.131,-0.712
245.142,-0.943
245.153,-0.979
245.164,-0.774
245.175,-0.813
245.186,-0.537
245.197,-0.231
245.208,-0.389
245.219,-0.448
245.23,-0.343
245.241,0.086
245.252,-0.102
245.263,0.155
245.274,0.239
245.285,0.369
245.296,0.572
245.307,0.114
245.317,-0.456
245.328,-1.065
245.339,-1.195
245.35,-1.108
245.361,-1.158
245.372,-1.221
245.383,-1.17
245.394,-1.194
245.405,-1.128
245.416,-1.078
245.427,-0.848
245.438,-0.587
245.449,-0.275
245.46,-0.308
245.471,-0.258
245.482,-0.769
245.493,-0.919
245.503,-1.031
245.514,-0.873
245.525,-0.835
245.536,-0.863
245.547,-0.644
245.558,-0.529
245.569,-0.331
245.58,0.473
245.591,1.271
245.602,0.889
245.613,0.672
245.624,0.552
245.635,0.044
245.646,-0.562
245.657,-0.813
245.668,-0.921
245.679,-0.736
245.689,-0.369
245.7,-0.293
245.711,-0.367
245.722,-0.306
245.733,-0.185
245.744,-0.32
245.755,-0.56
245.766,-0.733
245.777,-0.583
245.788,-0.082
245.799,-0.322
245.81,-0.344
245.821,0.146
245.832,0.589
245.843,1.005
245.854,1.171
245.864,1.576
245.875,2.103
245.886,0.997
245.897,-0.483
245.908,-0.906
245.919,-1.057
245.93,-1.244
245.941,-1.266
245.952,-1.236
245.963,-1.249
245.974,-1.225
245.985,-1.162
246.018,-0.542
246.029,-0.102
246.04,-0.436
246.05,-0.404
246.061,-0.574
246.072,-0.183
246.083,-0.183
246.094,0.107
246.105,0.772
246.116,1.174
246.127,1.561
246.138,1.648
246.149,0.88
246.16,0.428
246.171,0.474
246.182,0.985
246.193,0.59
246.204,-0.216
246.215,-0.166
246.226,-0.518
246.236,-0.854
246.247,-1.093
246.258,-1.143
246.269,-1.125
246.28,-0.987
246.291,-0.803
246.302,-0.704
246.313,-0.689
246.324,-0.165
246.335,1.275
246.346,0.974
246.357,1.002
246.368,0.851
246.379,1.786
246.39,2.697
246.401,2.77
246.411,3.346
246.422,3.721
246.433,4.125
246.444,5.535
246.455,2.873
246.466,0.108
246.477,-0.429
246.488,-0.283
246.499,-0.032
246.51,0.348
246.521,0.436
246.532,-0.578
246.543,-0.843
246.554,-0.855
246.565,-0.815
246.576,-0.421
246.587,-0.291
246.597,0.182
246.608,0.803
246.619,0.807
246.63,0.779
246.641,1.282
246.652,1.562
246.663,2.165
246.674,2.61
246.685,2.767
246.696,1.514
246.707,1.458
246.718,0.204
246.729,-0.665
246.74,-0.916
246.751,-0.725
246.762,-0.728
246.773,-0.726
246.784,-0.709
246.794,-0.859
246.805,-0.821
246.816,-0.941
246.827,-0.807
246.838,-0.562
246.849,-0.406
246.86,-0.229
246.871,-0.075
246.882,0.164
246.893,0.503
246.904,0.1
246.915,0.89
246.926,1.583
246.937,0.993
246.948,1.152
246.959,0.336
246.97,-0.54
246.981,-0.584
246.991,-0.884
247.002,-1.042
247.013,-0.849
247.024,-0.762
247.035,-0.66
247.046,-0.388
247.057,0.215
247.068,0.541
247.079,0.603
247.09,0.531
247.101,0.339
247.112,-0.086
247.123,-0.667
247.134,-0.782
247.145,-0.852
247.156,-0.916
247.166,-0.926
247.177,-0.875
247.188,-0.98
247.199,-1.061
247.21,-1.277
247.221,-1.291
247.232,-1.259
247.243,-1.26
247.254,-1.313
247.265,-1.18
247.276,-1.091
247.287,-0.718
247.298,-0.684
247.309,-0.478
247.32,-0.161
247.331,0.605
247.342,0.77
247.352,1.14
247.363,2.012
247.374,1.704
247.385,2.831
247.396,1.664
247.407,0.88
247.418,-0.157
247.429,-0.791
247.44,-0.976
247.451,-1.198
247.462,-1.098
247.473,-0.761
247.484,-0.812
247.495,-0.864
247.506,-0.534
247.517,-0.348
247.528,0.161
247.538,0.752
247.549,0.384
247.56,0.342
247.571,0.449
247.582,1.944
247.593,2.368
247.604,2.131
247.615,1.846
247.626,1.397
247.637,0.445
247.648,0.331
247.659,0.397
247.67,0.209
247.681,0.11
247.692,-0.169
247.703,-0.837
247.713,-1.033
247.724,-1.215
247.735,-1.203
247.746,-1.212
247.757,-1.156
247.768,-0.92
247.779,-0.822
247.79,-0.225
247.801,-0.145
247.812,-0.491
247.823,-0.223
247.834,0.332
247.845,0.866
247.856,1.647
247.867,2.075
247.878,2.383
247.889,2.399
247.899,2.767
247.91,2.294
247.921,1.903
247.932,0.425
247.943,-0.528
247.954,-0.377
247.965,-0.917
247.976,-1.256
247.987,-1.265
247.998,-1.311
248.009,-1.177
248.02,-1.201
248.031,-0.993
248.042,-1.063
248.053,-0.857
248.064,-0.467
248.075,-0.371
248.085,0.092
248.096,0.396
248.107,0.769
248.118,1.42
248.129,1.276
248.14,0.113
248.151,0.053
248.162,0.06
248.173,0.6
248.184,0.555
248.195,0.06
248.206,0.27
248.217,0.539
248.228,0.411
248.239,-0.648
248.25,-0.951
248.261,-1.022
248.271,-1.141
248.282,-1.237
248.293,-1.266
248.304,-1.302
248.315,-1.252
248.326,-0.396
248.337,0.011
248.348,-0.061
248.359,0.469
248.37,0.975
248.381,1.646
248.392,3.0
248.403,2.079
248.414,0.325
248.425,0.04
248.436,-0.073
248.447,-0.943
248.457,-1.422
248.468,-1.393
248.479,-1.386
248.49,-1.298
248.501,-1.277
248.512,-1.123
248.523,-0.867
248.534,-0.603
248.545,-0.04
248.556,-0.114
248.567,-0.345
248.578,-0.135
248.589,-0.095
248.6,0.833
248.611,2.205
248.622,2.549
248.633,1.866
248.643,0.722
248.654,0.358
248.665,0.5
248.676,0.267
248.687,-0.454
248.698,-0.509
248.709,-0.903
248.72,-1.121
248.731,-1.183
248.742,-1.268
248.753,-1.279
248.764,-0.983
248.775,-0.364
248.786,-0.203
248.797,-0.526
248.808,-0.11
248.819,-0.06
248.829,-0.061
248.84,0.023
248.851,0.454
248.862,0.504
248.873,0.268
248.884,0.502
248.895,0.606
248.906,0.282
248.917,-0.343
248.928,-0.811
248.939,-0.808
248.95,-0.807
248.961,-0.865
248.972,-0.841
248.983,-0.868
248.994,-0.924
249.005,-1.197
249.015,-1.318
249.026,-1.311
249.037,-1.386
249.048,-1.348
249.059,-1.287
249.07,-1.053
249.081,-1.176
249.092,-0.819
249.103,-0.545
249.114,-0.084
249.125,0.837
249.136,0.318
249.147,0.024
249.158,-0.269
249.169,0.06
249.18,-0.014
249.191,-0.559
249.201,-0.981
249.212,-1.2
249.223,-1.332
249.234,-1.394
249.245,-1.357
249.256,-1.244
249.267,-1.173
249.278,-0.992
249.289,0.186
249.3,-0.197
249.311,-0.406
249.322,-0.218
249.333,0.12
249.344,0.324
249.355,0.716
249.366,1.4
249.376,2.578
249.387,3.031
249.398,3.589
249.409,4.358
249.42,4.858
249.431,4.082
249.442,2.328
249.453,0.904
249.464,0.198
249.475,-0.906
249.486,-1.231
249.497,-1.336
249.508,-1.217
249.519,-1.262
249.53,-1.195
249.541,-0.872
249.552,-0.61
249.562,-0.115
249.573,0.41
249.584,0.192
249.595,0.882
249.606,1.303
249.617,0.028
249.628,-0.932
249.639,-1.043
249.65,-1.207
249.661,-1.153
249.672,-1.285
249.683,-1.321
249.694,-1.409
249.705,-1.136
249.716,-1.113
249.727,-0.851
249.738,-0.671
249.749,-0.297
249.759,0.265
249.77,0.497
249.781,1.119
249.792,1.028
249.803,1.059
249.814,1.337
249.825,1.104
249.836,1.321
249.847,1.712
249.858,0.489
249.869,0.436
249.88,0.6
249.891,0.742
249.902,0.576
249.913,-0.214
249.924,-0.721
249.935,-0.943
249.945,-1.143
249.956,-1.064
249.967,-1.148
249.978,-0.932
249.989,-0.843
250.0,-0.634
250.011,-0.545
250.022,-0.283
250.033,0.221
250.044,0.672
250.055,1.745
250.066,2.421
250.077,2.401
250.088,2.194
250.099,2.1
250.11,0.808
250.121,-0.44
250.131,-0.65
250.142,-0.864
250.153,-1.06
250.164,-0.912
250.175,-0.893
250.186,-0.654
250.197,-0.43
250.208,-0.251
250.219,-0.596
250.23,-0.536
250.241,-0.611
250.252,-0.685
250.263,-0.437
250.274,-0.323
250.285,-0.35
250.296,0.957
250.306,1.964
250.317,1.447
250.328,1.344
250.339,2.008
250.35,0.593
250.361,-0.191
250.372,-0.798
250.383,-0.783
250.394,-0.739
250.405,-0.913
250.416,-0.862
250.427,-0.975
250.438,-0.991
250.449,-0.857
250.46,-0.146
250.471,0.243
250.482,0.001
250.492,0.577
250.503,0.89
250.514,2.905
250.525,3.983
250.536,4.358
250.547,3.578
250.558,1.161
250.569,0.239
250.58,-0.495
250.591,-0.958
250.602,-1.007
250.613,-1.032
250.624,-1.108
250.635,-1.033
250.646,-0.98
250.657,-0.891
250.668,-0.998
250.678,-0.919
250.689,-0.956
250.7,-0.714
250.711,0.142
250.722,0.164
250.733,0.216
250.744,0.044
250.755,0.404
250.766,1.176
250.777,1.506
250.788,1.796
250.799,0.638
250.81,0.875
250.821,0.376
250.832,0.125
250.843,-0.306
250.853,-0.629
250.864,-0.544
250.875,-1.006
250.886,-1.396
250.897,-1.32
250.908,-1.334
250.919,-1.151
250.93,-0.917
250.941,-0.705
250.952,-0.252
250.963,-0.099
250.974,0.091
250.985,0.489
250.996,0.879
251.007,1.815
251.018,2.016
251.029,2.69
251.04,1.78
251.05,0.368
251.061,-1.181
251.072,-1.305
251.083,-1.346
251.094,-1.25
251.105,-1.295
251.116,-1.24
251.127,-1.235
251.138,-1.271
251.149,-1.07
251.16,-1.059
251.171,-1.049
251.182,-0.866
251.193,-0.769
251.204,-0.274
251.215,0.046
251.226,0.171
251.236,0.506
251.247,1.524
251.258,2.385
251.269,2.397
251.28,2.664
251.291,2.693
251.302,2.908
251.313,2.882
251.324,2.639
251.335,1.59
251.346,1.345
251.357,1.479
251.368,1.351
251.379,0.105
251.39,-0.528
251.401,-0.57
251.412,-0.596
251.422,-0.789
251.433,-0.428
251.444,0.683
251.455,2.753
251.466,3.48
251.477,3.817
251.488,4.131
251.499,5.223
251.51,5.084
251.521,5.343
251.532,3.482
251.543,1.134
251.554,0.851
251.565,0.299
251.576,-0.831
251.587,-1.226
251.598,-1.05
251.608,-0.693
251.619,0.848
251.63,0.957
251.641,1.216
251.652,1.549
251.663,2.368
251.674,2.901
251.685,2.6
251.696,2.593
251.707,2.488
251.718,1.249
251.729,0.775
251.74,0.12
251.751,-0.836
251.762,-1.012
251.773,-1.054
251.784,-1.223
251.794,-1.332
251.805,-1.253
251.816,-1.165
251.827,-1.188
251.838,-1.292
251.849,-1.02
251.86,-1.04
251.871,-0.803
251.882,-0.589
251.893,-0.023
251.904,0.144
251.915,-0.018
251.926,-0.031
251.937,0.172
251.948,0.68
251.959,1.287
251.97,0.745
251.98,-0.12
251.991,0.244
252.002,-1.418
252.013,-1.414
252.024,-1.273
252.035,-1.077
252.046,-1.153
252.057,-0.997
252.068,-0.683
252.079,-0.811
252.09,-0.595
252.101,0.005
252.112,0.224
252.123,0.003
252.134,-0.119
252.145,-0.089
252.155,-0.01
252.166,0.587
252.177,0.628
252.188,0.852
252.199,0.309
252.21,0.049
252.221,-0.056
252.232,-0.582
252.243,-0.644
252.254,-0.541
252.265,-0.805
252.276,-1.01
252.287,-0.897
252.298,-1.016
252.309,-0.789
252.32,-0.531
252.331,-0.521
252.342,-0.495
252.352,-0.339
252.363,-0.344
252.374,-0.426
252.385,-0.343
252.396,-0.125
252.407,0.265
252.418,0.182
252.429,-0.351
252.44,-0.938
252.451,-0.881
252.462,-0.809
252.473,-0.73
252.484,-0.637
252.495,-0.55
252.506,-0.8
252.517,-0.35
252.528,-0.28
252.538,-0.136
252.549,0.333
252.56,0.472
252.571,0.498
252.582,0.232
252.593,-0.303
252.604,-0.503
252.615,-0.449
252.626,-0.372
252.637,-0.356
252.648,0.088
252.659,1.113
252.67,1.341
252.681,1.477
252.692,0.352
252.703,-0.635
252.713,-0.658
252.724,-0.732
252.735,-0.964
252.746,-0.917
252.757,-1.006
252.768,-1.161
252.779,-1.075
252.79,-1.018
252.801,-0.742
252.812,-0.585
252.823,-0.712
252.834,-0.593
252.845,-0.768
252.856,-0.792
252.867,-0.599
252.878,-0.13
252.889,0.888
252.9,1.08
252.91,1.054
252.921,-0.36
252.932,-0.85
252.943,-0.81
252.954,-0.824
252.965,-0.87
252.976,-0.839
252.987,-0.891
252.998,-0.786
253.009,-0.821
253.02,-0.71
253.031,-0.726
253.042,-0.573
253.053,0.153
253.064,0.758
253.075,0.492
253.086,0.52
253.096,0.372
253.107,0.596
253.118,0.781
253.129,0.815
253.14,0.752
253.151,0.935
253.162,0.397
253.173,0.22
253.184,-0.128
253.195,-0.505
253.206,-0.594
253.217,-0.367
253.228,-0.23
253.239,-0.219
253.25,0.318
253.261,0.266
253.272,0.075
253.282,-0.214
253.293,-0.055
253.304,-0.239
253.315,-0.156
253.326,-0.112
253.337,-0.332
253.348,-0.274
253.359,-0.764
253.37,-1.14
253.381,-1.216
253.392,-1.06
253.403,-1.128
253.414,-1.055
253.425,-1.154
253.436,-1.157
253.447,-1.099
253.457,-1.106
253.468,-1.21
253.479,-1.238
253.49,-1.184
253.501,-1.077
253.512,-0.72
253.523,0.396
253.534,0.282
253.545,1.103
253.556,1.752
253.567,1.867
253.578,2.281
253.589,1.224
253.6,0.368
253.611,-0.136
253.622,-0.179
253.633,-0.286
253.643,-0.35
253.654,-0.63
253.665,-0.591
253.676,-0.832
253.687,-0.985
253.698,-1.182
253.709,-0.89
253.72,-0.769
253.731,-0.608
253.742,-0.4
253.753,-0.474
253.764,-0.53
253.775,-0.396
253.786,-0.421
253.797,0.872
253.808,1.653
253.819,1.397
253.829,1.124
253.84,0.425
253.851,-0.327
253.862,-1.109
253.873,-1.216
253.884,-1.278
253.895,-1.317
253.906,-1.303
253.917,-1.223
253.928,-1.175
253.939,-1.003
253.95,-0.252
253.961,-0.081
253.972,-0.265
253.983,-0.345
253.994,-0.047
254.005,0.536
254.015,0.654
254.026,0.691
254.037,1.155
254.048,1.38
254.059,1.019
254.07,-0.581
254.081,-0.577
254.092,-0.851
254.103,-1.132
254.114,-1.293
254.125,-1.299
254.136,-1.359
254.147,-1.232
254.158,-1.128
254.169,-0.657
254.18,-0.704
254.19,-0.773
254.201,-0.944
254.212,-0.867
254.223,-0.361
254.234,0.13
254.245,1.134
254.256,1.404
254.267,0.658
254.278,-0.705
254.289,-1.091
254.3,-1.086
254.311,-1.15
254.322,-1.179
254.333,-1.247
254.344,-1.345
254.355,-1.314
254.366,-1.229
254.377,-1.181
254.387,-0.997
254.398,-0.843
254.409,-0.729
254.42,-0.576
254.431,-0.649
254.442,-0.534
254.453,-0.162
254.464,0.059
254.475,0.361
254.486,0.669
254.497,1.064
254.508,0.876
254.519,0.958
254.53,0.823
254.541,0.876
254.552,0.298
254.562,-0.873
254.573,-1.106
254.584,-1.227
254.595,-1.355
254.606,-1.342
254.617,-1.298
254.628,-1.329
254.639,-1.232
254.65,-1.173
254.661,-1.054
254.672,-0.365
254.683,-0.127
254.694,-0.457
254.705,-0.29
254.716,-0.108
254.727,0.553
254.738,0.938
254.748,1.005
254.759,-0.196
254.77,-0.047
254.781,0.396
254.792,0.38
254.803,0.597
254.814,0.597
254.825,1.084
254.836,0.881
254.847,0.92
254.858,0.763
254.869,0.336
254.88,-0.092
254.891,-0.933
254.902,-1.205
254.913,-1.159
254.924,-1.065
254.934,-1.054
254.945,-0.969
254.956,-0.824
254.967,-0.5
254.978,-0.379
254.989,0.072
255.0,-0.166
255.011,-0.256
255.022,-0.721
255.033,-0.908
255.044,-0.931
255.055,-0.923
255.066,-0.864
255.077,-1.074
255.088,-1.225
255.099,-1.202
255.11,-1.188
255.121,-1.173
255.131,-1.069
255.142,-0.972
255.153,-0.912
255.164,-0.793
255.175,-0.562
255.186,0.485
255.197,0.46
255.208,1.117
255.219,1.791
255.23,1.522
255.241,1.163
255.252,0.661
255.263,0.264
255.274,0.325
255.285,-0.513
255.296,-0.623
255.306,-0.636
255.317,-0.611
255.328,-0.677
255.339,-0.512
255.35,-0.31
255.361,0.057
255.372,0.011
255.383,0.249
255.394,0.938
