Depth,Na
2240.395,23.08
2240.405,27.102
2240.415,29.349
2240.425,28.39
2240.435,25.513
2240.445,21.413
2240.455,17.504
2240.465,15.601
2240.475,15.506
2240.485,16.387
2240.495,16.734
2240.505,15.248
2240.515,12.46
2240.525,9.489
2240.535,7.362
2240.545,6.551
2240.555,6.347
2240.565,6.54
2240.575,6.9
2240.585,7.158
2240.595,7.29
2240.605,7.414
2240.615,7.225
2240.625,7.452
2240.635,7.794
2240.645,8.679
2240.655,10.603
2240.665,13.861
2240.675,18.477
2240.685,24.667
2240.695,30.139
2240.705,32.304
2240.715,31.123
2240.725,26.177
2240.735,19.541
2240.745,14.336
2240.755,11.921
2240.765,11.381
2240.775,11.362
2240.785,11.945
2240.795,12.915
2240.805,12.964
2240.815,12.752
2240.825,12.505
2240.835,12.96
2240.845,14.771
2240.855,16.882
2240.865,18.308
2240.875,18.819
2240.885,18.785
2240.895,18.226
2240.905,16.892
2240.915,14.977
2240.925,13.855
2240.935,13.35
2240.945,13.123
2240.955,13.766
2240.965,14.461
2240.975,14.842
2240.985,15.491
2240.995,16.693
2241.005,18.844
2241.015,21.892
2241.025,24.844
2241.035,25.894
2241.045,24.376
2241.055,19.957
2241.065,13.779
2241.085,9.775
2241.095,8.856
2241.105,8.925
2241.115,9.143
2241.125,9.592
2241.135,11.08
2241.145,12.963
2241.155,13.808
2241.165,13.123
2241.175,11.962
2241.185,11.404
2241.195,11.469
2241.205,12.013
2241.215,12.964
2241.225,14.49
2241.235,16.036
2241.245,17.974
2241.255,19.915
2241.265,20.116
2241.275,18.89
2241.285,17.472
2241.295,16.847
2241.305,17.613
2241.315,19.546
2241.325,21.803
2241.335,23.752
2241.345,24.101
2241.355,22.924
2241.365,21.388
2241.375,18.224
2241.385,15.939
2241.395,15.805
2241.405,16.897
2241.415,18.495
2241.425,20.78
2241.435,23.313
2241.445,24.713
2241.455,26.317
2241.465,26.563
2241.475,24.87
2241.485,21.604
2241.495,17.158
2241.505,13.989
2241.515,11.735
2241.525,12.012
2241.535,13.534
2241.545,15.663
2241.555,18.983
2241.565,21.553
2241.575,24.613
2241.585,27.681
2241.595,28.839
2241.605,28.423
2241.615,26.113
2241.625,24.047
2241.635,24.27
2241.645,25.927
2241.655,28.095
2241.665,29.466
2241.675,29.922
2241.685,29.243
2241.695,24.583
2241.705,20.024
2241.715,13.966
2241.725,9.69
2241.735,8.465
2241.745,9.29
2241.755,10.552
2241.765,11.124
2241.775,11.153
2241.785,10.475
2241.795,10.178
2241.805,11.644
2241.815,15.12
2241.825,19.113
2241.835,24.575
2241.845,29.657
2241.855,32.493
2241.865,33.298
2241.875,30.851
2241.885,27.085
2241.895,23.852
2241.905,21.099
2241.915,17.329
2241.925,14.087
2241.935,12.19
2241.945,10.711
2241.955,10.607
2241.965,11.621
2241.975,12.709
2241.985,13.569
2241.995,15.103
2242.005,17.707
2242.015,20.96
2242.025,23.814
2242.035,25.378
2242.045,24.904
2242.055,23.159
2242.065,19.939
2242.075,18.168
2242.085,19.523
2242.095,24.44
2242.105,29.189
2242.115,31.504
2242.125,31.063
2242.135,27.106
2242.145,21.344
2242.155,16.217
2242.165,13.426
2242.175,12.102
2242.185,12.007
2242.195,12.168
2242.205,12.991
2242.215,14.443
2242.225,15.279
2242.235,16.039
2242.245,16.544
2242.255,16.884
2242.265,16.704
2242.275,16.894
2242.285,18.04
2242.295,19.364
2242.305,20.388
2242.315,21.155
2242.325,21.289
2242.335,20.906
2242.345,19.52
2242.355,17.227
2242.365,15.512
2242.375,15.696
2242.385,17.157
2242.395,18.676
2242.405,19.119
2242.415,17.996
2242.425,15.654
2242.435,13.22
2242.445,11.236
2242.455,10.279
2242.465,10.294
2242.475,10.818
2242.485,11.158
2242.495,11.563
2242.505,11.954
2242.515,12.318
2242.525,12.684
2242.535,13.014
2242.545,12.933
2242.565,12.04
2242.575,11.419
2242.585,12.265
2242.595,14.169
2242.605,16.427
2242.615,18.114
2242.625,18.227
2242.635,16.384
2242.645,13.398
2242.655,11.152
2242.665,10.99
2242.675,12.736
2242.685,16.453
2242.695,20.371
2242.705,22.63
2242.715,22.908
2242.725,21.231
2242.735,17.676
2242.745,13.771
2242.755,11.873
2242.765,12.892
2242.775,16.774
2242.785,21.888
2242.795,26.315
2242.805,29.572
2242.815,29.44
2242.825,26.511
2242.835,22.013
2242.845,18.768
2242.855,17.73
2242.865,17.666
2242.875,17.495
2242.885,17.798
2242.895,18.554
2242.905,19.255
2242.915,20.417
2242.925,22.173
2242.935,23.867
2242.945,24.046
2242.955,22.76
2242.965,22.193
2242.975,22.681
2242.985,24.586
2242.995,29.072
2243.005,34.255
2243.015,38.654
2243.025,41.227
2243.035,40.68
2243.045,37.537
2243.055,31.899
2243.065,25.542
2243.075,20.473
2243.085,16.409
2243.095,13.956
2243.105,13.984
2243.115,15.581
2243.125,17.036
2243.135,17.507
2243.145,17.507
2243.155,17.595
2243.165,17.929
2243.175,18.972
2243.185,21.479
2243.195,23.93
2243.255,24.221
2243.275,23.89
2243.285,25.833
2243.295,31.135
2243.305,37.956
2243.315,44.987
2243.325,46.106
2243.335,39.952
2243.345,28.953
2243.355,16.845
2243.365,12.172
2243.375,12.404
2243.385,17.776
2243.395,29.316
2243.405,41.619
2243.415,51.483
2243.425,58.042
2243.435,56.168
2243.445,46.239
2243.455,30.638
2243.465,19.581
2243.475,13.179
2243.485,10.393
2243.495,11.467
2243.505,13.986
2243.515,16.776
2243.525,18.026
2243.535,17.792
2243.545,16.514
2243.555,14.587
2243.565,13.629
2243.575,13.279
2243.585,12.026
2243.595,9.428
2243.605,6.589
2243.615,5.862
2243.625,5.999
2243.635,5.584
2243.645,6.541
2243.655,8.203
2243.665,10.298
2243.675,12.274
2243.685,14.358
2243.695,15.475
2243.705,15.539
2243.715,16.356
2243.725,19.691
2243.735,24.233
2243.745,28.455
2243.755,30.132
2243.765,28.185
2243.775,23.094
2243.785,18.817
2243.795,15.982
2243.805,15.16
2243.815,16.053
2243.825,17.238
2243.835,19.516
2243.845,21.772
2243.855,22.718
2243.865,20.711
2243.875,16.538
2243.885,13.953
2243.895,13.725
2243.905,15.359
2243.915,17.267
2243.925,18.409
2243.935,17.924
2243.945,15.599
2243.955,12.703
2243.965,10.415
2243.975,10.411
2243.985,11.797
2243.995,14.587
2244.005,17.019
2244.015,18.506
2244.025,18.791
2244.035,18.043
2244.045,16.745
2244.055,17.521
2244.065,22.382
2244.075,31.43
2244.085,39.1
2244.095,43.283
2244.115,37.709
2244.125,27.966
2244.135,21.944
2244.145,18.69
2244.155,16.518
2244.165,15.607
2244.175,16.604
2244.185,19.455
2244.195,21.948
2244.205,22.389
2244.215,21.796
2244.225,23.587
2244.235,26.353
2244.245,29.22
2244.255,28.597
2244.265,25.814
2244.275,21.496
2244.285,16.874
2244.295,13.908
2244.305,12.595
2244.315,12.169
2244.325,12.257
2244.335,12.682
2244.345,13.142
2244.355,12.412
2244.365,10.272
2244.375,8.044
2244.385,6.836
2244.395,7.292
2244.405,9.083
2244.415,11.76
2244.425,14.253
2244.435,16.369
2244.445,18.565
2244.455,21.074
2244.465,24.395
2244.475,29.183
2244.485,36.326
2244.495,42.735
2244.505,43.368
2244.515,40.333
2244.525,32.909
2244.535,24.845
2244.545,20.471
2244.555,21.15
2244.565,26.76
2244.575,34.219
2244.585,39.597
2244.595,41.169
2244.605,37.897
2244.615,32.012
2244.625,28.892
2244.635,30.934
2244.645,35.852
2244.655,41.056
2244.665,44.284
2244.675,42.021
2244.685,34.182
2244.695,24.056
2244.705,15.665
2244.715,11.012
2244.725,9.846
2244.735,11.446
2244.745,13.496
2244.755,15.491
2244.765,17.385
2244.775,18.607
2244.785,19.459
2244.795,20.114
2244.805,20.6
2244.815,19.703
2244.825,17.814
2244.835,16.553
2244.845,16.411
2244.855,17.434
2244.865,20.559
2244.875,28.171
2244.885,41.1
2244.895,50.921
2244.905,56.626
2244.915,55.182
2244.925,43.167
2244.935,28.557
2244.945,18.907
2244.955,14.231
2244.965,12.746
2244.975,11.996
2244.985,12.177
2244.995,13.805
2245.005,16.912
2245.015,21.562
2245.025,27.756
2245.035,32.64
2245.045,34.467
2245.055,34.652
2245.065,31.165
2245.075,24.528
2245.085,18.045
2245.095,13.555
2245.105,12.337
2245.115,13.392
2245.125,15.37
2245.135,18.24
2245.145,21.461
2245.155,24.963
2245.165,26.866
2245.175,25.805
2245.185,22.733
2245.195,18.575
2245.205,15.42
2245.215,14.944
2245.225,14.9
2245.235,14.72
2245.245,14.043
2245.255,12.926
2245.265,12.26
2245.275,11.928
2245.285,11.177
2245.295,11.017
2245.305,11.634
2245.315,12.606
2245.325,13.367
2245.335,13.473
2245.345,12.278
2245.355,10.244
2245.365,9.355
2245.375,10.014
2245.385,11.878
2245.395,14.654
2245.405,16.8
2245.415,18.419
2245.425,18.985
2245.435,18.197
2245.445,17.254
2245.455,16.505
2245.465,16.022
2245.475,16.131
2245.485,17.377
2245.495,20.023
2245.505,21.601
2245.515,22.314
2245.525,20.151
2245.535,17.388
2245.545,16.17
2245.555,16.534
2245.565,18.026
2245.575,18.415
2245.585,18.101
2245.595,17.504
2245.605,17.154
2245.615,15.92
2245.625,14.832
2245.635,15.603
2245.645,18.727
2245.655,25.604
2245.665,34.693
2245.675,43.358
2245.685,48.677
2245.695,48.989
2245.705,43.081
2245.715,33.84
2245.725,27.595
2245.735,25.324
2245.745,28.178
2245.755,32.558
2245.765,36.445
2245.775,39.508
2245.785,38.961
2245.795,36.969
2245.805,34.903
2245.815,31.234
2245.825,27.473
2245.835,25.092
2245.845,23.773
2245.855,21.896
2245.865,18.432
2245.875,15.3
2245.885,13.64
2245.895,13.104
2245.905,14.526
2245.915,18.724
2245.925,24.463
2245.935,31.193
2245.945,36.488
2245.955,37.349
2245.965,34.26
2245.975,29.593
2245.985,25.257
2245.995,23.688
2246.005,23.826
2246.015,23.267
2246.025,21.126
2246.035,17.288
2246.045,14.494
2246.055,14.295
2246.065,15.436
2246.075,16.299
2246.085,15.851
2246.095,14.091
2246.105,12.639
2246.115,12.6
2246.125,14.709
2246.135,16.696
2246.145,17.314
2246.155,15.695
2246.165,12.351
2246.175,9.205
2246.185,7.324
2246.195,7.26
2246.205,8.628
2246.215,11.003
2246.225,13.155
2246.235,14.406
2246.245,14.301
2246.255,13.56
2246.265,12.164
2246.275,10.881
2246.285,10.126
2246.295,9.671
2246.305,9.975
2246.315,11.749
2246.325,15.219
2246.335,19.941
2246.345,25.76
2246.355,31.118
2246.365,36.726
2246.375,42.68
2246.385,47.112
2246.395,51.729
2246.405,56.79
2246.415,59.993
2246.425,56.048
2246.435,45.413
2246.445,33.2
2246.455,24.396
2246.465,20.186
2246.475,18.147
2246.485,18.306
2246.495,17.987
2246.505,16.426
2246.515,15.065
2246.525,13.424
2246.535,11.762
2246.545,10.865
2246.555,11.117
2246.565,12.47
2246.575,15.829
2246.585,19.549
2246.595,21.772
2246.605,22.362
2246.615,21.155
2246.625,19.976
2246.635,20.869
2246.645,25.183
2246.655,29.663
2246.665,32.478
2246.675,31.425
2246.685,26.523
2246.695,20.298
2246.705,15.616
2246.715,13.824
2246.725,14.242
2246.735,15.764
2246.745,17.019
2246.755,17.619
2246.765,17.046
2246.775,15.377
2246.785,13.652
2246.795,13.473
2246.805,15.353
2246.815,19.27
2246.825,23.775
2246.835,30.407
2246.845,38.002
2246.855,43.098
2246.865,44.19
2246.875,42.045
2246.885,37.253
2246.895,30.867
2246.905,24.546
2246.915,19.98
2246.935,18.059
2246.945,18.522
2246.955,19.142
2246.965,18.903
2246.975,18.636
2246.985,17.75
2246.995,16.58
2247.005,16.206
2247.015,16.887
2247.025,17.681
2247.035,18.091
2247.045,18.973
2247.055,20.137
2247.065,21.353
2247.075,21.647
2247.085,21.432
2247.095,22.172
2247.105,24.715
2247.115,27.49
2247.125,28.282
2247.135,25.756
2247.145,21.364
2247.155,15.307
2247.165,11.217
2247.175,9.856
2247.185,9.75
2247.195,9.991
2247.205,10.407
2247.215,10.827
2247.225,11.252
2247.235,12.65
2247.245,16.24
2247.255,20.54
2247.265,23.967
2247.275,26.917
2247.285,26.964
2247.295,23.093
2247.305,17.524
2247.315,13.414
2247.325,10.058
2247.335,8.543
2247.345,8.584
2247.355,9.359
2247.365,10.364
2247.375,11.979
2247.385,13.312
2247.395,14.119
2247.405,14.55
2247.415,15.111
2247.425,17.182
2247.435,19.921
2247.445,24.032
2247.455,27.072
2247.465,26.858
2247.475,25.143
2247.485,21.845
2247.495,18.788
2247.505,18.17
2247.515,18.79
2247.525,20.463
2247.535,22.344
2247.545,23.927
2247.555,25.797
2247.565,25.766
2247.575,23.281
2247.585,19.914
2247.595,18.164
2247.605,19.887
2247.615,24.504
2247.625,30.665
2247.635,35.246
2247.645,36.439
2247.655,33.132
2247.665,27.375
2247.675,19.414
2247.685,13.914
2247.695,10.623
2247.705,8.301
2247.715,7.382
2247.725,7.579
2247.735,8.031
2247.745,8.15
2247.755,8.514
2247.765,9.097
2247.775,9.733
2247.785,11.486
2247.795,13.982
2247.805,16.177
2247.815,17.448
2247.825,17.718
2247.835,17.465
2247.845,16.215
2247.855,14.646
2247.865,13.727
2247.875,12.701
2247.885,11.472
2247.895,11.084
2247.905,11.085
2247.915,11.304
2247.925,11.973
2247.935,12.924
2247.945,13.79
2247.955,15.589
2247.965,18.629
2247.975,21.939
2247.985,27.07
2247.995,33.339
2248.005,38.332
2248.015,43.027
2248.025,44.738
2248.035,42.544
2248.045,38.619
2248.055,35.647
2248.065,34.002
2248.075,36.065
2248.085,39.797
2248.095,42.965
2248.105,43.416
2248.115,38.306
2248.125,30.667
2248.135,22.573
2248.145,16.968
2248.155,15.89
2248.165,18.584
2248.175,22.997
2248.185,28.877
2248.195,33.735
2248.205,37.437
2248.215,38.464
2248.225,35.609
2248.235,31.354
2248.245,29.674
2248.255,30.311
2248.265,29.628
2248.275,27.139
2248.285,24.882
2248.295,23.317
2248.305,26.413
2248.315,28.066
2248.325,23.815
2248.335,18.682
2248.345,12.432
2248.355,7.768
2248.365,6.723
2248.375,7.895
2248.385,9.438
2248.395,11.935
2248.405,16.42
2248.415,22.27
2248.425,28.162
2248.435,31.058
2248.445,30.076
2248.455,27.778
2248.465,29.736
2248.475,32.486
2248.485,33.786
2248.495,31.049
2248.505,25.63
2248.515,21.132
2248.525,18.757
2248.535,19.785
2248.545,24.115
2248.555,28.329
2248.565,29.128
2248.575,25.565
2248.585,19.655
2248.595,14.497
2248.605,11.589
2248.615,10.673
2248.625,10.386
2248.635,10.584
2248.645,10.673
2248.655,11.302
2248.665,12.798
2248.675,14.472
2248.685,16.102
2248.695,15.713
2248.705,14.023
2248.715,12.812
2248.725,12.003
2248.735,12.478
2248.745,13.184
2248.755,15.11
2248.765,16.674
2248.775,16.39
2248.785,14.784
2248.795,11.761
2248.805,9.481
2248.815,9.02
2248.825,11.228
2248.835,14.862
2248.845,17.737
2248.855,18.636
2248.865,17.287
2248.875,16.568
2248.885,17.463
2248.895,18.772
2248.905,18.312
2248.915,19.137
2248.925,22.0
2248.935,25.965
2248.945,32.199
2248.955,38.346
2248.965,41.165
2248.975,38.741
2248.985,32.033
2248.995,24.597
2249.005,20.319
2249.015,17.087
2249.025,15.846
2249.035,20.448
2249.045,28.162
2249.055,38.997
2249.065,51.69
2249.075,60.587
2249.085,61.426
2249.095,53.124
2249.105,41.872
2249.115,33.355
2249.125,27.932
2249.135,25.082
2249.145,23.824
2249.155,23.474
2249.165,23.151
2249.175,23.173
2249.185,23.063
2249.195,22.846
2249.205,22.654
2249.255,22.761
2249.265,24.439
2249.275,23.097
2249.285,20.298
2249.295,19.72
2249.305,19.761
2249.315,19.846
2249.325,19.152
2249.335,19.359
2249.345,21.434
2249.355,24.058
2249.365,25.386
2249.375,25.112
2249.385,23.964
2249.395,20.25
2249.405,16.778
2249.415,13.27
2249.425,10.647
2249.435,10.482
2249.445,12.496
2249.455,14.773
2249.465,16.067
2249.475,16.018
2249.485,15.772
2249.495,16.624
2249.505,18.567
2249.515,20.44
2249.525,21.7
2249.535,24.682
2249.545,29.072
2249.555,34.283
2249.565,36.398
2249.575,32.073
2249.585,22.248
2249.595,13.471
2249.605,8.833
2249.615,8.785
2249.625,11.068
2249.635,13.802
2249.645,16.605
2249.655,17.472
2249.665,19.082
2249.675,18.527
2249.685,15.642
2249.695,13.379
2249.705,10.749
2249.715,8.419
2249.725,7.015
2249.735,7.518
2249.745,10.467
2249.755,15.356
2249.765,23.605
2249.775,35.377
2249.785,39.706
2249.795,29.469
2249.805,19.855
2249.815,13.836
2249.825,9.286
2249.835,7.854
2249.845,7.884
2249.855,9.421
2249.865,12.284
2249.875,14.754
2249.885,16.634
2249.895,16.334
2249.905,15.094
2249.915,12.99
2249.925,10.919
2249.935,9.754
2249.945,8.881
2249.955,8.808
2249.965,9.502
2249.975,10.608
2249.985,11.633
2249.995,11.984
2250.005,11.244
2250.015,9.716
2250.025,8.293
2250.035,8.259
2250.045,10.256
2250.055,12.747
2250.065,16.525
2250.075,20.755
2250.085,24.446
2250.095,26.44
2250.105,24.714
2250.115,18.9
2250.125,12.11
2250.135,10.015
2250.145,11.432
2250.155,15.189
2250.165,20.548
2250.175,26.778
2250.185,30.063
2250.195,31.37
2250.205,29.753
2250.215,25.215
2250.225,22.041
2250.235,23.109
2250.245,27.327
2250.255,34.023
2250.265,38.509
2250.275,38.676
2250.285,32.336
2250.295,22.159
2250.305,14.756
2250.315,11.886
2250.325,13.35
2250.335,16.872
2250.345,21.492
2250.355,25.304
2250.365,26.161
2250.375,22.706
2250.385,17.166
2250.395,12.529
2250.405,10.092
2250.415,10.019
2250.425,11.298
2250.435,12.993
2250.445,15.214
2250.455,19.454
2250.465,25.575
2250.475,31.52
2250.485,35.976
2250.495,34.959
2250.505,27.922
2250.515,19.737
2250.525,13.968
2250.535,13.064
2250.545,15.647
2250.555,20.191
2250.565,24.547
2250.575,27.018
2250.585,28.145
2250.595,27.704
2250.605,25.978
2250.615,25.702
2250.625,28.44
2250.635,30.306
2250.645,29.43
2250.655,24.799
2250.665,18.419
2250.675,14.405
2250.685,13.195
2250.695,13.017
2250.705,14.048
2250.715,17.634
2250.725,23.518
2250.735,28.761
2250.745,34.068
2250.755,36.669
2250.765,33.703
2250.775,29.275
2250.785,25.317
2250.795,23.796
2250.805,25.43
2250.815,28.238
2250.825,31.181
2250.835,31.566
2250.845,28.678
2250.855,24.312
2250.865,18.754
2250.875,13.462
2250.885,12.863
2250.895,15.712
2250.905,19.31
2250.915,21.636
2250.925,21.879
2250.935,19.322
2250.945,15.167
2250.955,12.258
2250.965,12.054
2250.975,14.604
2250.985,18.197
2250.995,21.71
2251.005,24.149
2251.015,23.829
2251.025,21.535
2251.035,18.84
2251.045,16.28
2251.055,15.308
2251.065,15.999
2251.075,19.001
2251.085,23.51
2251.095,27.18
2251.105,29.521
2251.115,29.801
2251.125,27.853
2251.135,25.441
2251.145,23.539
2251.155,22.539
2251.165,23.711
2251.175,26.891
2251.185,33.535
2251.195,38.075
2251.205,39.969
2251.215,38.158
2251.225,33.133
2251.235,28.086
2251.245,22.963
2251.255,17.73
2251.275,15.355
2251.285,15.216
2251.295,16.859
2251.305,17.616
2251.315,17.515
2251.325,17.323
2251.335,18.568
2251.345,22.188
2251.355,27.283
2251.365,31.835
2251.375,32.539
2251.385,28.787
2251.395,22.17
2251.405,17.597
2251.415,17.94
2251.425,22.526
2251.435,30.588
2251.445,39.686
2251.455,48.834
2251.465,56.24
2251.475,57.384
2251.485,53.348
2251.495,44.651
2251.505,34.204
2251.515,25.492
2251.525,19.108
2251.535,16.509
2251.545,16.348
2251.555,16.905
2251.565,18.818
2251.575,21.564
2251.585,24.054
2251.595,26.396
2251.605,29.03
2251.615,30.082
2251.625,29.391
2251.635,28.909
2251.645,29.656
2251.655,32.098
2251.665,36.597
2251.675,40.378
2251.685,41.593
2251.695,40.431
2251.705,35.364
2251.715,29.281
2251.725,24.681
2251.735,21.058
2251.745,19.914
2251.755,21.866
2251.765,25.399
2251.775,29.616
2251.785,29.485
2251.795,26.425
2251.805,22.457
2251.815,17.7
2251.825,13.092
2251.835,11.336
2251.845,11.893
2251.855,14.903
2251.865,19.849
2251.875,24.72
2251.885,26.467
2251.895,24.962
2251.905,21.784
2251.915,20.363
2251.925,22.811
2251.935,27.225
2251.945,29.872
2251.955,29.804
2251.965,24.947
2251.975,20.002
2251.985,17.219
2251.995,16.803
2252.005,17.645
2252.015,18.606
2252.025,18.951
2252.035,16.625
2252.045,13.527
2252.055,11.829
2252.065,13.16
2252.075,18.575
2252.085,30.739
2252.095,44.935
2252.105,59.172
2252.115,71.024
2252.125,68.458
2252.135,67.671
2252.145,41.235
2252.155,27.087
2252.165,24.846
2252.175,24.599
2252.185,22.989
2252.195,18.932
2252.205,14.739
2252.215,12.005
2252.225,10.624
2252.235,10.826
2252.245,11.704
2252.255,12.452
2252.265,13.307
2252.275,13.744
2252.285,13.54
2252.295,12.535
2252.305,10.025
2252.315,7.235
2252.325,6.588
2252.335,8.03
2252.345,10.617
2252.355,14.079
2252.365,18.025
2252.375,20.865
2252.385,22.394
2252.395,22.156
2252.405,20.888
2252.415,18.847
2252.425,16.445
2252.435,14.779
2252.445,15.236
2252.455,17.435
2252.465,18.363
2252.475,16.864
2252.485,14.688
2252.495,13.095
2252.505,12.639
2252.515,13.18
2252.525,14.615
2252.535,17.792
2252.545,22.058
2252.555,25.202
2252.565,25.758
2252.575,23.495
2252.585,19.216
2252.595,14.126
2252.605,9.598
2252.615,6.544
2252.625,5.43
2252.635,5.412
2252.655,5.992
2252.665,6.976
2252.675,8.369
2252.685,10.425
2252.695,14.177
2252.705,18.112
2252.715,21.584
2252.725,24.326
2252.735,25.56
2252.745,26.956
2252.755,29.444
2252.765,31.966
2252.775,35.687
2252.785,38.338
2252.795,36.469
2252.805,31.609
2252.815,26.136
2252.825,21.69
2252.835,21.047
2252.845,24.837
2252.855,32.119
2252.865,38.087
2252.875,41.863
2252.885,41.381
2252.895,35.874
2252.905,28.287
2252.915,20.686
2252.925,14.544
2252.935,11.141
2252.945,9.767
2252.955,9.519
2252.965,10.347
2252.975,12.869
2252.985,18.428
2252.995,27.469
2253.005,39.327
2253.015,50.799
2253.025,58.555
2253.035,58.202
2253.045,47.597
2253.055,32.867
2253.065,24.158
2253.075,21.098
2253.085,20.928
2253.095,22.709
2253.105,26.574
2253.115,33.309
2253.125,40.766
2253.135,42.563
2253.145,39.562
2253.155,34.099
2253.165,28.191
2253.175,24.409
2253.185,25.562
2253.195,29.021
2253.205,31.952
2253.215,29.272
2253.225,22.602
2253.235,17.646
2253.245,12.622
2253.255,10.057
2253.265,9.612
2253.275,10.88
2253.285,12.829
2253.295,14.197
2253.305,14.513
2253.315,14.204
2253.325,13.662
2253.335,12.647
2253.345,11.394
2253.355,10.486
2253.365,10.95
2253.375,12.785
2253.385,15.015
2253.395,16.814
2253.405,17.687
2253.415,17.637
2253.425,18.836
2253.435,21.557
2253.445,24.418
2253.455,29.247
2253.465,34.273
2253.475,37.431
2253.485,36.713
2253.495,31.413
2253.505,24.233
2253.515,18.919
2253.525,14.624
2253.535,14.373
2253.545,16.075
2253.555,18.367
2253.565,20.417
2253.575,20.444
2253.585,18.754
2253.595,16.692
2253.605,15.588
2253.615,15.886
2253.625,17.239
2253.635,18.792
2253.645,19.096
2253.655,18.28
2253.665,16.572
2253.675,14.017
2253.685,11.998
2253.695,12.376
2253.705,14.708
2253.715,17.712
2253.725,19.386
2253.735,19.227
2253.745,18.083
2253.755,16.067
2253.765,14.607
2253.775,14.923
2253.785,16.179
2253.795,17.01
2253.805,17.033
2253.815,16.214
2253.825,14.101
2253.835,11.578
2253.845,9.409
2253.855,8.082
2253.865,8.37
2253.875,9.836
2253.885,11.47
2253.895,13.48
2253.905,16.528
2253.915,20.419
2253.925,22.729
2253.935,23.321
2253.945,22.605
2253.955,20.198
2253.965,17.549
2253.975,15.786
2253.985,16.915
2253.995,20.109
2254.005,23.808
2254.015,27.97
2254.025,30.633
2254.035,29.444
2254.045,24.711
2254.055,18.447
2254.075,11.615
2254.085,10.074
2254.095,13.292
2254.105,16.986
2254.115,18.744
2254.125,19.809
2254.135,19.672
2254.145,17.345
2254.155,14.398
2254.165,13.393
2254.175,14.484
2254.185,16.624
2254.195,19.625
2254.205,23.056
2254.215,25.799
2254.225,27.412
2254.235,26.819
2254.245,23.061
2254.255,19.079
2254.265,16.549
2254.275,16.971
2254.285,19.667
2254.295,23.206
2254.305,25.418
2254.315,25.92
2254.325,25.431
2254.335,30.87
2254.345,34.112
2254.355,37.545
2254.365,39.033
2254.375,30.337
2254.385,24.596
2254.395,18.968
2254.405,13.755
2254.415,13.881
2254.425,17.917
2254.435,22.929
2254.445,31.667
2254.455,40.707
2254.465,46.701
2254.475,46.93
2254.485,40.384
2254.495,30.739
2254.505,24.211
2254.515,22.428
2254.525,26.298
2254.535,33.774
2254.545,41.164
2254.555,42.39
2254.565,38.553
2254.575,32.742
2254.585,26.096
2254.595,24.841
2254.605,30.555
2254.615,38.499
2254.625,45.293
2254.635,49.35
2254.645,47.057
2254.655,39.506
2254.665,30.557
2254.675,24.022
2254.685,21.778
2254.695,22.353
2254.705,24.598
2254.715,27.083
2254.725,29.257
2254.735,31.226
2254.745,31.345
2254.755,29.364
2254.765,28.924
2254.775,29.926
2254.785,34.133
2254.795,40.694
2254.805,45.532
2254.815,46.826
2254.825,45.428
2254.835,42.29
2254.845,39.355
2254.855,36.454
2254.865,32.812
2254.875,30.303
2254.895,28.344
2254.905,27.401
2254.915,25.512
2254.925,23.707
2254.935,23.91
2254.945,24.454
2254.955,22.957
2254.965,19.962
2254.975,18.153
2254.985,17.707
2254.995,19.258
2255.005,21.015
2255.015,21.979
2255.025,21.116
2255.035,18.721
2255.045,15.169
2255.055,12.421
2255.065,12.546
2255.075,15.105
2255.085,18.349
2255.095,22.739
2255.105,26.287
2255.115,26.53
2255.125,24.248
2255.135,20.071
2255.145,16.412
2255.155,16.325
2255.165,19.819
2255.175,25.722
2255.185,32.485
2255.195,37.519
2255.205,38.741
2255.265,23.999
2255.275,28.455
2255.285,33.468
2255.295,40.156
2255.305,43.838
2255.315,40.776
2255.325,34.259
2255.335,28.034
2255.345,28.281
2255.355,34.735
2255.365,41.731
2255.375,44.477
2255.385,43.927
2255.395,37.87
2255.405,29.205
2255.415,25.171
2255.425,24.577
2255.435,26.517
2255.445,28.674
2255.455,31.188
2255.465,32.852
2255.475,31.311
2255.485,27.248
2255.495,23.101
2255.505,18.09
2255.515,13.462
2255.525,10.441
2255.535,9.135
2255.545,9.579
2255.555,11.157
2255.565,13.351
2255.575,15.432
2255.585,17.053
2255.595,17.722
2255.605,18.109
2255.615,18.397
2255.625,19.321
2255.635,19.988
2255.645,20.239
2255.655,21.722
2255.665,24.631
2255.675,28.912
2255.685,32.413
2255.695,33.598
2255.705,32.317
2255.715,29.223
2255.725,24.931
2255.735,21.096
2255.745,19.092
2255.755,19.541
2255.765,23.528
2255.775,28.227
2255.785,34.239
2255.795,37.716
2255.805,36.304
2255.815,30.016
2255.825,23.355
2255.835,17.521
2255.845,15.807
2255.855,16.489
2255.865,17.267
2255.875,17.915
2255.885,18.898
2255.895,19.925
2255.905,21.956
2255.915,24.842
2255.925,27.352
2255.935,28.053
2255.945,27.282
2255.955,23.36
2255.965,18.582
2255.975,16.168
2255.985,17.318
2255.995,22.097
2256.005,30.475
2256.015,37.754
2256.025,41.862
2256.035,43.553
2256.045,39.27
2256.055,31.996
2256.065,28.746
2256.075,30.244
2256.085,35.686
2256.095,41.005
2256.105,42.065
2256.115,36.785
2256.125,26.436
2256.135,17.31
2256.145,13.869
2256.155,13.083
