Depth,Br
2655.405,0.7863
2655.415,1.024
2655.425,1.1367
2655.435,1.2979
2655.445,1.3561
2655.455,1.0597
2655.465,0.752
2655.475,0.4552
2655.485,0.3345
2655.495,0.2841
2655.505,0.2696
2655.515,0.2655
2655.525,0.2545
2655.535,0.3342
2655.545,0.4348
2655.555,0.7035
2655.565,0.881
2655.575,1.1043
2655.585,1.3339
2655.595,1.3474
2655.605,1.3162
2655.615,1.2081
2655.625,1.0667
2655.635,0.8956
2655.645,0.7684
2655.655,0.6208
2655.665,0.5454
2655.675,0.4861
2655.685,0.4308
2655.695,0.3939
2655.705,0.3301
2655.715,0.3372
2655.725,0.417
2655.735,0.4751
2655.745,0.4861
2655.755,0.4072
2655.765,0.3342
2655.775,0.3356
2655.785,0.3735
2655.795,0.3185
2655.805,0.3566
2655.815,0.4043
2655.825,0.5235
2655.835,0.5486
2655.845,0.709
2655.855,0.7653
2655.865,1.0565
2655.875,1.3313
2655.885,1.2861
2655.895,1.1238
2655.905,0.9107
2655.915,0.7389
2655.925,0.799
2655.935,0.8002
2655.945,0.7881
2655.955,0.7884
2655.965,0.616
2655.975,0.4533
2655.985,0.3173
2655.995,0.2689
2656.005,0.2187
2656.015,0.2015
2656.025,0.2093
2656.035,0.2607
2656.045,0.3339
2656.055,0.3836
2656.065,0.3228
2656.075,0.2744
2656.085,0.2359
2656.095,0.2821
2656.105,0.4043
2656.115,0.4377
2656.125,0.8539
2656.135,1.2996
2656.145,1.2559
2656.155,0.9334
2656.165,0.4825
2656.175,0.2865
2656.185,0.3234
2656.195,0.4153
2656.205,0.5692
2656.215,0.7394
2656.225,0.7612
2656.235,0.6787
2656.245,0.7362
2656.255,0.8823
2656.265,0.9425
2656.275,1.0676
2656.285,1.1249
2656.295,0.9135
2656.305,0.5685
2656.315,0.4911
2656.325,0.468
2656.335,0.3968
2656.345,0.4122
2656.355,0.4849
2656.365,0.577
2656.375,0.5389
2656.385,0.5187
2656.395,0.5456
2656.405,0.7201
2656.415,0.9726
2656.425,1.1683
2656.435,1.0318
2656.445,0.8226
2656.455,0.8579
2656.465,0.9576
2656.475,0.9857
2656.485,0.9344
2656.495,0.9451
2656.505,0.9955
2656.515,0.8254
2656.525,0.5982
2656.535,0.4567
2656.545,0.4993
2656.555,0.4346
2656.565,0.3853
2656.575,0.4459
2656.585,0.5068
2656.595,0.6441
2656.605,0.6732
2656.615,0.6389
2656.625,0.6006
2656.635,0.4463
2656.645,0.44
2656.655,0.4789
2656.665,0.5336
2656.675,0.5274
2656.685,0.4706
2656.695,0.4178
2656.705,0.3248
2656.715,0.2515
2656.725,0.1813
2656.735,0.2746
2656.745,0.3543
2656.755,0.4695
2656.765,0.5781
2656.775,0.8655
2656.785,1.242
2656.795,1.742
2656.805,2.3353
2656.815,2.4232
2656.825,2.0773
2656.835,1.4743
2656.845,1.1004
2656.875,0.7178
2656.885,0.4697
2656.895,0.4174
2656.905,0.4134
2656.915,0.4213
2656.925,0.5214
2656.935,0.6019
2656.945,0.3815
2656.955,0.3888
2656.965,0.3158
2656.975,0.241
2656.985,0.274
2656.995,0.2083
2657.005,0.206
2657.015,0.2112
2657.025,0.2173
2657.035,0.2064
2657.045,0.2568
2657.055,0.2617
2657.065,0.2381
2657.075,0.1968
2657.085,0.1825
2657.095,0.1855
2657.105,0.2391
2657.115,0.2516
2657.125,0.2173
2657.135,0.2796
2657.145,0.3161
2657.155,0.3759
2657.165,0.5758
2657.175,0.8106
2657.185,1.0009
2657.195,1.1636
2657.205,1.1979
2657.215,0.9896
2657.225,0.721
2657.235,0.5682
2657.245,0.4609
2657.255,0.3755
2657.265,0.4098
2657.275,0.4219
2657.285,0.4061
2657.295,0.3949
2657.305,0.3697
2657.315,0.3496
2657.325,0.3498
2657.335,0.336
2657.345,0.347
2657.355,0.3494
2657.365,0.3887
2657.375,0.4766
2657.385,0.4276
2657.395,0.4273
2657.405,0.4328
2657.415,0.5072
2657.425,0.5709
2657.435,0.6301
2657.445,0.6869
2657.455,0.6699
2657.465,0.6188
2657.475,0.5655
2657.485,0.5225
2657.495,0.4842
2657.505,0.4899
2657.515,0.4689
2657.525,0.4574
2657.535,0.452
2657.545,0.5709
2657.555,0.6436
2657.565,0.4856
2657.575,0.3297
2657.585,0.286
2657.595,0.2938
2657.605,0.3492
2657.615,0.5198
2657.625,0.8958
2657.645,1.3742
2657.655,1.5435
2657.665,1.2468
2657.675,1.0642
2657.685,0.9394
2657.695,0.7545
2657.705,0.4927
2657.715,0.3623
2657.725,0.37
2657.735,0.2889
2657.745,0.2337
2657.755,0.2274
2657.765,0.2305
2657.775,0.1941
2657.785,0.2788
2657.795,0.418
2657.805,0.4961
2657.815,0.6601
2657.825,0.8523
2657.835,0.8999
2657.845,0.9163
2657.855,1.0805
2657.865,1.2338
2657.875,1.0221
2657.885,0.5401
2657.895,0.3584
2657.905,0.364
2657.915,0.3228
2657.925,0.2528
2657.935,0.249
2657.945,0.2319
2657.955,0.172
2657.965,0.1569
2657.975,0.2018
2657.985,0.2857
2657.995,0.4081
2658.005,0.5018
2658.015,0.5472
2658.025,0.6233
2658.035,0.4803
2658.045,0.2805
2658.055,0.2555
2658.065,0.2371
2658.075,0.3078
2658.085,0.3031
2658.095,0.3201
2658.105,0.3286
2658.115,0.3179
2658.125,0.4911
2658.135,0.4543
2658.145,0.414
2658.155,0.5041
2658.165,0.5299
2658.175,0.4572
2658.185,0.4915
2658.195,0.4711
2658.205,0.4624
2658.215,0.4551
2658.225,0.4366
2658.235,0.5301
2658.245,0.5587
2658.255,0.6702
2658.265,0.6821
2658.275,0.7543
2658.285,0.892
2658.295,0.7289
2658.305,0.5422
2658.315,0.491
2658.325,0.4326
2658.335,0.4159
2658.345,0.409
2658.355,0.3883
2658.365,0.4424
2658.375,0.554
2658.385,0.586
2658.395,0.6602
2658.405,0.7914
2658.415,0.8845
2658.425,1.0073
2658.435,1.0531
2658.445,1.0303
2658.455,0.8736
2658.465,0.7703
2658.475,0.6842
2658.485,0.4067
2658.495,0.2455
2658.505,0.2154
2658.515,0.1896
2658.525,0.3618
2658.535,0.4648
2658.545,0.5922
2658.555,0.8863
2658.565,1.0213
2658.575,0.8131
2658.585,0.4792
2658.595,0.3438
2658.605,0.2979
2658.615,0.2969
2658.625,0.2757
2658.635,0.3479
2658.645,0.3577
2658.655,0.2994
2658.665,0.2947
2658.675,0.3326
2658.685,0.4949
2658.695,0.5989
2658.705,0.5682
2658.715,0.3828
2658.725,0.213
2658.735,0.1579
2658.745,0.1915
2658.755,0.2461
2658.765,0.353
2658.775,0.4658
2658.785,0.627
2658.795,0.8799
2658.805,0.9645
2658.815,0.8802
2658.825,0.7576
2658.835,0.7653
2658.845,0.6341
2658.855,0.3784
2658.865,0.2598
2658.875,0.2326
2658.885,0.2097
2658.895,0.2912
2658.905,0.3097
2658.915,0.4097
2658.925,0.4526
2658.935,0.3966
2658.945,0.461
2658.955,0.6549
2658.965,0.5336
2658.975,0.5404
2658.985,0.424
2658.995,0.407
2659.005,0.4361
2659.015,0.4351
2659.025,0.4875
2659.035,0.5922
2659.045,0.6493
2659.055,0.6466
2659.065,0.4021
2659.075,0.3311
2659.085,0.3259
2659.095,0.4412
2659.105,0.5359
2659.115,0.5343
2659.125,0.7382
2659.135,0.9277
2659.145,1.1486
2659.155,0.9849
2659.165,0.6213
2659.175,0.4469
2659.185,0.4226
2659.195,0.3109
2659.205,0.3113
2659.215,0.2906
2659.225,0.3445
2659.235,0.3284
2659.245,0.4852
2659.255,0.7231
2659.265,1.0114
2659.275,1.0665
2659.285,0.9414
2659.295,0.6701
2659.305,0.4339
2659.315,0.3759
2659.325,0.3714
2659.335,0.3541
2659.345,0.3309
2659.355,0.4357
2659.365,0.5391
2659.375,0.6487
2659.385,0.6799
2659.395,0.6635
2659.405,0.653
2659.415,0.4523
2659.425,0.5919
2659.435,0.7108
2659.445,0.7444
2659.455,0.8256
2659.465,0.8732
2659.475,0.7937
2659.485,0.7798
2659.495,0.7943
2659.505,0.7307
2659.515,0.8024
2659.525,0.9085
2659.535,0.8606
2659.545,0.6723
2659.555,0.7096
2659.565,0.6897
2659.575,0.6823
2659.585,0.6305
2659.595,0.482
2659.605,0.4012
2659.615,0.4475
2659.625,0.5883
2659.635,0.6476
2659.645,0.6832
2659.655,0.6783
2659.665,0.7289
2659.675,0.577
2659.685,0.473
2659.695,0.4436
2659.705,0.7254
2659.715,0.7367
2659.725,0.7471
2659.735,0.6518
2659.745,0.4251
2659.755,0.2653
2659.765,0.2184
2659.775,0.2683
2659.785,0.3073
2659.795,0.3391
2659.805,0.3798
2659.815,0.3759
2659.825,0.4065
2659.835,0.416
2659.845,0.434
2659.855,0.5856
2659.865,0.6464
2659.875,0.642
2659.885,0.7679
2659.895,0.9105
2659.905,0.8221
2659.915,0.6416
2659.925,0.6172
2659.935,0.507
2659.945,0.4167
2659.955,0.3388
2659.965,0.3321
2659.975,0.511
2659.985,0.7275
2659.995,0.7915
2660.005,0.8981
2660.015,0.7163
2660.025,0.541
2660.035,0.3647
2660.045,0.3298
2660.055,0.3917
2660.065,0.4861
2660.075,0.5085
2660.085,0.5696
2660.095,0.7521
2660.105,1.0387
2660.115,1.2506
2660.125,1.2414
2660.135,1.0215
2660.145,0.7386
2660.155,0.5666
2660.165,0.5967
2660.175,0.5482
2660.185,0.3778
2660.195,0.3861
2660.205,0.3586
2660.215,0.3073
2660.225,0.3007
2660.235,0.3373
2660.245,0.3575
2660.255,0.3601
2660.265,0.4605
2660.275,0.5007
2660.285,0.5229
2660.295,0.6941
2660.305,0.6788
2660.315,0.4965
2660.365,0.5905
2660.375,0.4746
2660.385,0.311
2660.395,0.3059
2660.405,0.3173
2660.415,0.2874
2660.425,0.3813
2660.435,0.5077
2660.445,0.7193
2660.455,0.7216
2660.465,0.7573
2660.475,0.6157
2660.485,0.5594
2660.495,0.6592
2660.505,0.6093
2660.515,0.6034
2660.525,0.468
2660.535,0.5222
2660.545,0.7327
2660.555,0.8312
2660.565,0.8685
2660.575,0.8118
2660.585,0.668
2660.595,0.5616
2660.605,0.5766
2660.615,0.6641
2660.625,0.6206
2660.635,0.6038
2660.645,0.4768
2660.655,0.4171
2660.665,0.4766
2660.675,0.5167
2660.685,0.5464
2660.695,0.5568
2660.705,0.4696
2660.715,0.4292
2660.725,0.5987
2660.735,0.5993
2660.745,0.5758
2660.755,0.587
2660.765,0.6382
2660.775,0.8132
2660.785,1.0107
2660.795,1.0673
2660.805,0.9672
2660.815,0.8255
2660.825,0.7505
2660.835,0.6359
2660.845,0.6208
2660.855,0.5706
2660.865,0.5929
2660.875,0.6044
2660.885,0.6353
2660.895,0.5105
2660.905,0.3951
2660.915,0.4765
2660.925,0.3247
2660.935,0.3058
2660.945,0.3459
2660.955,0.3481
2660.965,0.3838
2660.975,0.4972
2660.985,0.5412
2660.995,0.5447
2661.005,0.5966
2661.015,0.5221
2661.025,0.5036
2661.035,0.463
2661.045,0.5045
2661.055,0.6642
2661.065,0.6641
2661.075,0.555
2661.085,0.3808
2661.095,0.3387
2661.105,0.3505
2661.115,0.4501
2661.125,0.2975
2661.135,0.3099
2661.145,0.2968
2661.155,0.2693
2661.165,0.3507
2661.175,0.3672
2661.185,0.4017
2661.195,0.4571
2661.205,0.469
2661.215,0.4722
2661.225,0.4088
2661.235,0.2986
2661.245,0.2748
2661.255,0.3019
2661.265,0.2713
2661.275,0.2215
2661.285,0.3867
2661.295,0.4938
2661.305,0.4976
2661.315,0.684
2661.325,0.8719
2661.335,0.9491
2661.345,0.7737
2661.355,0.6306
2661.365,0.5367
2661.375,0.4733
2661.385,0.3704
2661.395,0.3853
2661.405,0.3259
2661.415,0.401
2661.425,0.4529
2661.435,0.4943
2661.445,0.5739
2661.455,0.6582
2661.465,0.6795
2661.475,0.5241
2661.485,0.4001
2661.495,0.3195
2661.505,0.3164
2661.515,0.3648
2661.525,0.4178
2661.535,0.4667
2661.545,0.4365
2661.555,0.3986
2661.565,0.3563
2661.575,0.3362
2661.585,0.3425
2661.595,0.298
2661.605,0.311
2661.615,0.3193
2661.625,0.3284
2661.635,0.4807
2661.645,0.6169
2661.655,0.7254
2661.665,0.929
2661.675,1.0709
2661.685,1.1092
2661.695,1.0497
2661.705,1.0163
2661.715,0.8376
2661.725,0.6808
2661.735,0.5814
2661.745,0.5236
2661.755,0.5047
2661.765,0.5611
2661.775,0.5623
2661.785,0.6277
2661.795,0.6115
2661.805,0.6708
2661.815,0.8973
2661.825,1.2232
2661.835,1.2405
2661.845,0.959
2661.855,0.6574
2661.865,0.6155
2661.875,0.5957
2661.885,0.5463
2661.895,0.4889
2661.905,0.5135
2661.915,0.5115
2661.925,0.5852
2661.935,0.6317
2661.945,0.6776
2661.955,0.6241
2661.965,0.4636
2661.975,0.3353
2661.985,0.2051
2661.995,0.2844
2662.005,0.2407
2662.015,0.2501
2662.025,0.225
2662.035,0.1776
2662.045,0.249
2662.055,0.3065
2662.065,0.3516
2662.075,0.3943
2662.085,0.402
2662.095,0.3825
2662.105,0.5015
2662.115,0.5427
2662.125,0.7507
2662.135,1.0179
2662.145,1.0596
2662.155,1.2978
2662.165,1.177
2662.175,0.8645
2662.185,0.493
2662.195,0.3131
2662.205,0.2498
2662.215,0.355
2662.225,0.3914
2662.235,0.3811
2662.245,0.4523
2662.255,0.4829
2662.265,0.5656
2662.275,0.5501
2662.285,0.668
2662.295,0.7997
2662.305,0.6899
2662.315,0.6042
2662.325,0.4544
2662.335,0.3127
2662.345,0.2643
2662.355,0.2488
2662.365,0.2608
2662.375,0.3518
2662.385,0.568
2662.395,0.5891
2662.405,0.5505
2662.415,0.5512
2662.425,0.627
2662.435,0.5328
2662.445,0.4488
2662.455,0.3853
2662.465,0.3859
2662.475,0.3366
2662.485,0.3082
2662.495,0.3308
2662.505,0.4715
2662.515,0.6206
2662.525,0.7236
2662.535,1.0266
2662.545,1.2276
2662.555,1.1726
2662.565,1.104
2662.575,0.875
2662.585,0.5774
2662.595,0.444
2662.605,0.3748
2662.615,0.3658
2662.625,0.4493
2662.635,0.5008
2662.645,0.499
2662.655,0.5342
2662.665,0.4844
2662.675,0.3656
2662.685,0.2979
2662.695,0.2558
2662.705,0.2027
2662.715,0.2021
2662.725,0.2297
2662.735,0.1203
2662.745,0.1187
2662.755,0.1516
2662.765,0.2042
2662.775,0.3026
2662.785,0.326
2662.795,0.4229
2662.805,0.4881
2662.815,0.4638
2662.825,0.4635
2662.835,0.5595
2662.845,0.6239
2662.855,0.642
2662.865,0.6291
2662.875,0.6104
2662.885,0.5911
2662.895,0.6441
2662.905,0.6384
2662.915,0.6347
2662.925,0.7361
2662.935,0.7253
2662.945,0.7302
2662.955,0.7245
2662.965,0.7498
2662.975,0.8095
2662.985,0.8466
2662.995,1.0597
2663.005,1.1051
2663.015,1.0672
2663.025,0.9876
2663.035,0.8379
2663.045,0.7225
2663.055,0.4933
2663.065,0.2996
2663.075,0.2737
2663.085,0.2751
2663.095,0.1994
2663.105,0.2336
2663.115,0.2895
2663.125,0.2997
2663.135,0.5232
2663.145,0.6257
2663.155,0.7475
2663.165,1.0145
2663.175,1.1299
2663.185,1.1256
2663.195,0.9536
2663.205,0.6774
2663.215,0.5944
2663.225,0.6373
2663.235,0.5339
2663.245,0.5423
2663.255,0.5289
2663.265,0.5349
2663.275,0.5352
2663.285,0.5261
2663.295,0.4981
2663.305,0.4755
2663.315,0.3532
2663.325,0.2359
2663.335,0.2714
2663.345,0.3417
2663.355,0.4207
2663.365,0.4751
2663.375,0.5327
2663.385,0.5179
2663.395,0.4807
2663.405,0.3233
2663.415,0.2211
2663.425,0.2919
2663.435,0.304
2663.445,0.3242
2663.455,0.441
2663.465,0.6295
2663.475,0.7861
2663.485,0.8724
2663.495,0.9224
2663.505,0.7999
2663.515,0.592
2663.525,0.4773
2663.535,0.3818
2663.545,0.4514
2663.575,0.4662
2663.585,0.4678
2663.595,0.4463
2663.605,0.4785
2663.615,0.5704
2663.625,0.5539
2663.635,0.6908
2663.645,0.8403
2663.655,0.6589
2663.665,0.5621
2663.675,0.3631
2663.685,0.3113
2663.695,0.2315
2663.705,0.2141
2663.715,0.2343
2663.725,0.2512
2663.735,0.2492
2663.745,0.2752
2663.755,0.2632
2663.765,0.3293
2663.775,0.4494
2663.785,0.5774
2663.795,0.7767
2663.805,0.8418
2663.815,0.7389
2663.825,0.5774
2663.835,0.406
2663.845,0.4147
2663.855,0.3936
2663.865,0.4613
2663.875,0.5786
2663.885,0.6338
2663.895,0.7039
2663.905,0.8041
2663.915,0.7893
2663.925,0.7537
2663.935,0.8045
2663.945,0.6365
2663.955,0.5779
2663.965,0.6791
2663.975,0.8953
2663.985,1.1767
2663.995,1.2373
2664.005,1.0065
2664.015,0.753
2664.025,0.6309
2664.035,0.42
2664.045,0.2624
2664.055,0.2251
2664.065,0.1941
2664.075,0.1484
2664.085,0.1761
2664.095,0.1963
2664.105,0.1943
2664.115,0.1737
2664.125,0.1648
2664.135,0.2382
2664.145,0.2356
2664.155,0.2627
2664.165,0.4164
2664.175,0.4659
2664.185,0.4136
2664.195,0.3447
2664.205,0.3261
2664.215,0.3158
2664.225,0.3298
2664.235,0.3844
2664.245,0.4319
2664.255,0.5669
2664.265,0.8318
2664.275,1.0187
2664.285,1.2253
2664.295,1.3477
2664.305,1.1088
2664.315,0.8002
2664.325,0.482
2664.335,0.3877
2664.345,0.3316
2664.355,0.2755
2664.365,0.2407
2664.375,0.1986
2664.385,0.2306
2664.395,0.2478
2664.405,0.211
2664.415,0.2104
2664.425,0.2514
2664.435,0.3597
2664.445,0.3269
2664.455,0.4579
2664.465,0.6051
2664.475,0.791
2664.485,0.9779
2664.495,1.0879
2664.505,1.2183
2664.515,0.9277
2664.525,0.5212
2664.535,0.4143
2664.545,0.3794
2664.555,0.3545
2664.565,0.3501
2664.575,0.259
2664.585,0.2802
2664.595,0.3424
2664.605,0.3647
2664.615,0.424
2664.625,0.3554
2664.635,0.2759
2664.645,0.2715
2664.655,0.3705
2664.665,0.263
2664.675,0.2986
2664.685,0.3236
2664.695,0.3584
2664.705,0.5578
2664.715,0.5857
2664.725,0.5164
2664.735,0.4337
2664.745,0.414
2664.755,0.5903
2664.765,0.7372
2664.775,0.7776
2664.785,0.7504
2664.795,0.5562
2664.805,0.5299
2664.815,0.6988
2664.825,0.7126
2664.835,0.6756
2664.845,0.6026
2664.855,0.613
2664.865,0.4733
2664.875,0.3342
2664.885,0.298
2664.895,0.3415
2664.905,0.2979
2664.915,0.2742
2664.925,0.2965
2664.935,0.3019
2664.945,0.3624
2664.955,0.3717
2664.965,0.309
2664.975,0.3386
2664.985,0.3889
2664.995,0.3882
2665.005,0.3905
2665.015,0.3293
2665.025,0.3232
2665.035,0.3316
2665.045,0.3136
2665.055,0.2825
2665.075,0.268
2665.085,0.1767
2665.095,0.168
2665.105,0.2286
2665.115,0.242
2665.125,0.4058
2665.135,0.484
2665.145,0.6238
2665.155,0.8003
2665.165,0.9082
2665.175,0.8873
2665.185,1.0909
2665.195,1.0018
2665.205,0.7032
2665.215,0.6257
2665.225,0.5869
2665.235,0.4742
2665.245,0.5477
2665.255,0.8194
2665.265,1.16
2665.275,1.304
2665.285,0.8174
2665.295,0.4753
2665.305,0.4359
2665.315,0.4409
2665.325,0.5541
2665.335,0.5321
2665.345,0.5927
2665.355,0.4962
2665.365,0.4017
2665.375,0.3132
2665.385,0.2734
2665.395,0.2746
2665.405,0.3457
2665.415,0.4174
2665.425,0.454
2665.435,0.4504
2665.445,0.3997
2665.455,0.3422
2665.465,0.3474
2665.475,0.3489
2665.485,0.3904
2665.495,0.4404
2665.505,0.4768
2665.515,0.4736
2665.525,0.5006
2665.535,0.5881
2665.545,0.7312
2665.555,0.6617
2665.565,0.5978
2665.575,0.4927
2665.585,0.3661
2665.595,0.3764
2665.605,0.3854
2665.615,0.3752
2665.625,0.3664
2665.635,0.4343
2665.645,0.4608
2665.655,0.4591
2665.665,0.5314
2665.675,0.5141
2665.685,0.3497
2665.695,0.3758
2665.705,0.5057
2665.715,0.6415
2665.725,0.6834
2665.735,0.557
2665.745,0.4135
2665.755,0.3681
2665.765,0.4332
2665.775,0.4726
2665.785,0.5176
2665.795,0.6279
2665.805,0.6
2665.815,0.6129
2665.825,0.5969
2665.835,0.5874
2665.845,0.5908
2665.855,0.4939
2665.865,0.4314
2665.875,0.4122
2665.885,0.4292
2665.895,0.4068
2665.905,0.4279
2665.915,0.6055
2665.925,0.731
2665.935,0.6895
2665.945,0.5999
2665.955,0.6675
2665.965,0.571
2665.975,0.4604
2665.985,0.3416
2665.995,0.3607
2666.005,0.4778
2666.015,0.5312
2666.025,0.5663
2666.035,0.5738
2666.045,0.6444
2666.055,0.5825
2666.065,0.5934
2666.075,0.8335
2666.085,1.0276
2666.095,0.8884
2666.105,0.826
2666.115,0.7843
2666.125,0.7713
2666.135,0.7733
2666.145,0.7569
2666.155,0.7477
2666.165,0.7987
2666.175,0.8956
2666.185,0.8102
2666.195,0.6882
2666.205,0.6362
2666.215,0.753
2666.225,0.7996
2666.235,0.7687
2666.245,0.7805
2666.255,0.7251
2666.265,0.666
2666.275,0.6424
2666.285,0.5399
2666.295,0.5505
2666.305,0.4701
2666.315,0.4476
2666.365,0.493
2666.375,0.5061
2666.385,0.6224
2666.395,0.8835
2666.405,1.0237
2666.415,1.1294
2666.425,1.1832
2666.435,1.0264
2666.445,0.7521
2666.455,0.5903
2666.465,0.3939
2666.475,0.3878
2666.485,0.3403
2666.495,0.3636
2666.505,0.4723
2666.515,0.5626
2666.525,0.798
2666.535,0.9825
2666.545,0.9813
2666.555,0.8446
2666.565,0.7776
2666.575,0.6302
2666.585,0.5904
2666.595,0.4914
2666.605,0.4952
2666.615,0.6932
2666.625,0.9771
2666.635,1.004
2666.645,0.8607
2666.655,0.7096
2666.665,0.6374
2666.675,0.6322
2666.685,0.5346
2666.695,0.4931
2666.705,0.6598
2666.715,0.6475
2666.725,0.6376
2666.735,0.5639
2666.745,0.4708
2666.755,0.5169
2666.765,0.5132
2666.775,0.5604
2666.785,0.7344
2666.795,0.8185
2666.805,0.9921
2666.815,1.1246
2666.825,1.106
2666.835,0.8683
2666.845,0.7546
2666.855,0.5521
2666.865,0.5737
2666.875,0.6728
2666.885,0.674
2666.895,0.8081
2666.905,0.5761
2666.925,0.3852
2666.935,0.3491
2666.945,0.5028
2666.955,0.588
2666.965,0.5959
2666.975,0.626
2666.985,0.5459
2666.995,0.4797
2667.005,0.3519
2667.015,0.2992
2667.025,0.32
2667.035,0.3152
2667.045,0.4239
2667.055,0.4215
2667.065,0.2924
2667.075,0.3503
2667.085,0.4365
2667.095,0.3961
2667.105,0.4478
2667.115,0.5239
2667.125,0.5872
2667.135,0.5232
2667.145,0.4446
2667.155,0.5589
2667.165,0.7181
2667.175,0.7003
2667.185,0.6415
2667.195,0.5467
2667.205,0.5293
2667.215,0.4427
2667.225,0.397
2667.235,0.3765
2667.245,0.4741
2667.255,0.5569
2667.265,0.7112
2667.275,0.7393
2667.285,0.6307
2667.295,0.7023
2667.305,0.6843
2667.315,0.6343
2667.325,0.5507
2667.335,0.4773
2667.345,0.4683
2667.355,0.5445
2667.365,0.6596
2667.375,0.8396
2667.385,0.9238
2667.395,0.843
2667.405,0.7215
2667.415,0.5654
2667.425,0.4499
2667.435,0.3458
2667.445,0.4237
2667.455,0.4598
2667.465,0.4679
2667.475,0.4916
2667.485,0.4438
2667.495,0.517
2667.505,0.6615
2667.515,0.8946
2667.525,0.9603
2667.535,0.9421
2667.545,0.9512
2667.555,0.8598
2667.565,0.7
2667.575,0.5989
2667.585,0.5538
2667.595,0.6822
2667.605,0.7516
2667.615,0.734
2667.625,0.5742
2667.635,0.4914
2667.645,0.3972
2667.655,0.3777
2667.665,0.4248
2667.675,0.5115
2667.685,0.5989
2667.695,0.6653
2667.705,0.8062
2667.715,0.9124
2667.725,0.905
2667.735,0.9296
2667.745,0.8765
2667.755,0.8674
2667.765,0.8603
2667.775,0.8359
2667.785,1.1742
2667.795,1.1966
2667.805,1.1298
2667.815,1.1234
2667.825,0.7694
2667.835,0.6081
2667.845,0.4463
2667.855,0.3605
2667.865,0.3132
2667.875,0.2247
2667.885,0.2354
2667.895,0.2312
2667.905,0.2753
2667.915,0.3199
2667.925,0.2643
2667.935,0.3248
2667.945,0.3798
2667.955,0.3658
2667.965,0.3899
2667.975,0.4139
2667.985,0.4164
2667.995,0.4435
2668.005,0.4656
2668.015,0.5911
2668.025,0.7505
2668.035,0.9917
2668.045,1.1141
2668.055,1.195
2668.065,1.1416
2668.075,1.0731
2668.085,1.3259
2668.095,1.4096
2668.105,1.2826
2668.115,1.1882
2668.125,0.9194
2668.135,0.7114
2668.145,0.7201
2668.155,0.4757
2668.165,0.5491
2668.175,0.5725
2668.185,0.6338
2668.195,0.7607
2668.205,0.851
2668.215,0.8843
2668.225,0.9075
2668.235,0.7669
2668.245,0.6672
2668.255,0.5371
2668.265,0.5206
2668.275,0.5977
2668.285,0.7582
2668.295,0.8232
2668.305,0.9434
2668.315,1.0577
2668.325,0.957
2668.335,0.924
2668.345,0.8758
2668.355,0.6361
2668.365,0.5996
2668.375,0.6085
2668.385,0.7278
2668.395,0.9312
2668.405,1.472
2668.415,1.7219
2668.425,1.5136
2668.435,1.2518
2668.445,1.0218
2668.455,0.7115
2668.465,0.6828
2668.475,0.5698
2668.485,0.4444
2668.495,0.4673
2668.505,0.3534
2668.515,0.2817
2668.525,0.2581
2668.535,0.2168
2668.545,0.1488
2668.555,0.1327
2668.565,0.1991
2668.575,0.3004
2668.585,0.4347
2668.595,0.5365
2668.605,0.4228
2668.615,0.5071
2668.625,0.6495
2668.635,0.7041
2668.645,0.8261
2668.655,0.7696
2668.665,0.5971
2668.675,0.3695
2668.685,0.3839
2668.695,0.2785
2668.705,0.3197
2668.715,0.3292
2668.725,0.1524
2668.735,0.2263
2668.745,0.2944
2668.755,0.3033
2668.765,0.373
2668.775,0.4361
2668.785,0.6242
2668.795,0.8199
2668.805,1.0081
2668.815,0.9979
2668.825,0.7564
2668.835,0.6149
2668.845,0.6292
2668.855,0.4745
2668.865,0.3914
2668.875,0.4249
2668.885,0.376
2668.895,0.4585
2668.905,0.5383
2668.915,0.6472
2668.925,0.7533
2668.935,0.7461
2668.945,0.7544
2668.955,0.7656
2668.965,0.8053
2668.975,0.8032
2668.985,0.8561
2668.995,0.8429
2669.005,0.8171
2669.015,0.6865
2669.025,0.5062
2669.035,0.4705
2669.045,0.4098
2669.055,0.2963
2669.065,0.48
2669.075,0.6685
2669.085,0.6924
2669.095,0.6714
2669.105,0.5295
2669.115,0.571
2669.125,0.6313
2669.135,0.5155
2669.145,0.419
2669.155,0.3305
2669.165,0.4137
2669.175,0.5345
2669.185,0.7918
2669.195,0.928
2669.205,0.7392
2669.215,0.5828
2669.225,0.826
2669.235,1.1009
2669.245,1.3124
2669.255,1.2909
2669.265,1.0941
2669.275,1.1962
2669.285,1.2413
2669.295,1.2469
2669.305,0.9469
2669.315,0.5231
2669.325,0.336
2669.335,0.2742
2669.345,0.2784
2669.355,0.2736
2669.365,0.2838
2669.375,0.3709
2669.385,0.3835
2669.395,0.4275
2669.405,0.4675
2669.415,0.5583
2669.425,0.6665
2669.435,0.6689
2669.445,0.5318
2669.455,0.3879
2669.465,0.3231
2669.475,0.2489
2669.485,0.1833
2669.495,0.1228
2669.505,0.2398
2669.515,0.3876
2669.525,0.4535
2669.535,0.7176
2669.545,0.819
2669.555,0.7757
2669.565,0.7573
2669.575,0.6879
2669.585,0.6889
2669.595,0.6476
2669.605,0.5943
2669.615,0.5603
2669.625,0.5349
2669.635,0.6742
2669.645,0.779
2669.655,0.7397
2669.665,0.7427
